summary_row,rmse_classic,rmse_robust1,rmse_robust2,mae_classic,mae_robust1,mae_robust2
overall_mean,11.5728224969572,3.5461753712553,3.5494919058616,9.12313624099997,2.84052012162285,2.85276805122768
mean_of_outer_means,11.5728224969572,3.5461753712553,3.54949190586159,9.12313624099997,2.84052012162285,2.85276805122768
mean_of_inner_means,11.5728224969572,3.5461753712553,3.5494919058616,9.12313624099997,2.84052012162285,2.85276805122768
