outer,inner,mae_classic,mae_robust1,mae_robust2,rmse_classic,rmse_robust1,rmse_robust2,fval_classic,fval_robust1,fval_robust2,exitflag_classic,exitflag_robust1,exitflag_robust2,time_classic,time_robust1,time_robust2,hyp_classic_1,hyp_classic_2,hyp_classic_3,hyp_classic_4,hyp_classic_5,hyp_classic_6,hyp_classic_7,hyp_classic_8,hyp_classic_9,hyp_classic_10,hyp_classic_11,hyp_robust1_1,hyp_robust1_2,hyp_robust1_3,hyp_robust1_4,hyp_robust1_5,hyp_robust1_6,hyp_robust1_7,hyp_robust1_8,hyp_robust1_9,hyp_robust1_10,hyp_robust1_11,hyp_robust2_1,hyp_robust2_2,hyp_robust2_3,hyp_robust2_4,hyp_robust2_5,hyp_robust2_6,hyp_robust2_7,hyp_robust2_8,hyp_robust2_9,hyp_robust2_10,hyp_robust2_11
6,1,3.05553781667585,2.40136513017989,2.41640757480998,3.70702591939252,3.62080000362285,3.60218688683263,4522.80380446626,7.02253922014383,5.89301788160497,5,5,5,233.562112,6.2676789,2.6852199,2.23832050428702,0.173619879727698,2.69184249200241,0.7368219024577,-0.185013165095566,3.56138499823603,-16.0273753253478,2.50625543680366,36.0299763025513,2.67764340317998,-4.69339841311493,2.2248925056417,0.174125797861922,2.65580041039193,0.679760851695997,-0.000147114869142241,3.56138499823603,-16.0273753253478,2.49282746065319,36.0299763025513,2.64163627089128,-4.71621869370126,2.22765538882277,0.172192737630463,2.64237965280217,0.719768819634154,-0.0534560388069276,3.56138499823603,-16.0273753253478,2.49559033781189,36.0299763025513,2.62818057711991,-4.69525306706593
6,2,3.05553781650519,2.39811567723185,2.41605235748015,3.7070259191679,3.64443715380974,3.60232680943435,4522.80380446626,8.63535583122188,5.90620745733061,5,5,5,46.5774789,4.2052662,5.6025232,2.23832050428702,0.173619879727698,2.69184249200241,0.7368219024577,-0.185013165095566,3.56138499823603,-16.0273753253478,2.50625543680366,36.0299763025513,2.67764340317998,-4.69339841311493,2.23163334571746,0.17364660541538,2.64797949801736,0.667216564706643,-0.104543301371828,3.56138499823603,-16.0273753253478,2.49956828271037,36.0299763025513,2.63378040008093,-4.70205250432003,2.22760113104387,0.172179085632487,2.64229855915745,0.719856910465271,-0.0527649196283431,3.56138499823603,-16.0273753253478,2.49553606226748,36.0299763025513,2.62809947915035,-4.69501937927932
6,3,3.05553781650519,2.39811567723185,2.41605235748015,3.7070259191679,3.64443715380974,3.60232680943435,4522.80380446626,8.63535583122188,5.90620745733061,5,5,5,47.5301237,3.5294666,5.7861949,2.23832050428702,0.173619879727698,2.69184249200241,0.7368219024577,-0.185013165095566,3.56138499823603,-16.0273753253478,2.50625543680366,36.0299763025513,2.67764340317998,-4.69339841311493,2.23163334571746,0.17364660541538,2.64797949801736,0.667216564706643,-0.104543301371828,3.56138499823603,-16.0273753253478,2.49956828271037,36.0299763025513,2.63378040008093,-4.70205250432003,2.22760113104387,0.172179085632487,2.64229855915745,0.719856910465271,-0.0527649196283431,3.56138499823603,-16.0273753253478,2.49553606226748,36.0299763025513,2.62809947915035,-4.69501937927932
6,4,3.05553781650519,2.39811567723185,2.41605235748015,3.7070259191679,3.64443715380974,3.60232680943435,4522.80380446626,8.63535583122188,5.90620745733061,5,5,5,49.1526356,4.2352071,7.2594702,2.23832050428702,0.173619879727698,2.69184249200241,0.7368219024577,-0.185013165095566,3.56138499823603,-16.0273753253478,2.50625543680366,36.0299763025513,2.67764340317998,-4.69339841311493,2.23163334571746,0.17364660541538,2.64797949801736,0.667216564706643,-0.104543301371828,3.56138499823603,-16.0273753253478,2.49956828271037,36.0299763025513,2.63378040008093,-4.70205250432003,2.22760113104387,0.172179085632487,2.64229855915745,0.719856910465271,-0.0527649196283431,3.56138499823603,-16.0273753253478,2.49553606226748,36.0299763025513,2.62809947915035,-4.69501937927932
7,1,1.6045886159422,1.31996396623915,1.31906846248543,1.69582126155986,1.36104169392235,1.36024128977801,3618.11318712676,9.26766734097941e-11,7.56449405074589e-05,5,5,5,198.0106551,6.1422121,4.2022373,1.73554159831625,0.322688243269441,1.41998595053935,-0.379396591056094,0.973174933371262,2.44264223201637,-16.0273746622777,2.00347362787367,36.0299763025513,1.4057868877064,-4.30986106697409,1.73554310417672,0.322688223573319,1.41998799160967,-0.37939455790407,0.986495502950061,2.44264223201637,-16.0273746622777,2.0034740924143,36.0299763025513,1.40578894168206,-4.30985768087616,1.73613059507331,0.322530063291853,1.42137263513668,-0.378621506155972,0.986054941044016,2.44264223201637,-16.0273746622777,2.00406262293014,36.0299763025513,1.40717357247606,-4.30949572097054
7,2,1.60714409762209,1.32061980910945,1.3190546727701,1.69923617385262,1.36173961322532,1.36020102281074,3618.11313076625,8.58392611154355e-11,8.60769980553265e-05,5,5,5,65.3471469,5.5628297,3.5125242,1.7355421101305,0.321876488756195,1.42017161751441,-0.379714474483894,0.972987994770243,2.44241216783903,-16.0273746622777,2.00347526011436,36.0299763025513,1.40597188138812,-4.31276842610046,1.7355436861475,0.321876096390871,1.42017350792117,-0.379713093303016,0.986400826052392,2.44241216783903,-16.0273746622777,2.00347579244997,36.0299763025513,1.40597378223683,-4.31276570846261,1.73616035954786,0.32173596591419,1.42154780011538,-0.378944814108205,0.985987630218333,2.44241216783903,-16.0273746622777,2.00409350685854,36.0299763025513,1.40734806419612,-4.31237947385347
7,3,1.60643789904094,1.32064164298779,1.31994662673175,1.69760474657611,1.36136293451818,1.36094496135725,3618.1130953577,0.000135929565621707,8.32705568352075e-05,5,5,5,211.1275976,2.499601,3.0584796,1.73525359548349,0.321908531635071,1.41937968657604,-0.380607499650552,0.973176306448447,2.4426020457277,-16.0273743432343,2.00318728111051,36.0299763025513,1.40517875730819,-4.31312335442215,1.73605178917525,0.321922261531735,1.42076589695706,-0.379666597522362,0.986005003016432,2.4426020457277,-16.0273743432343,2.00398547240625,36.0299763025513,1.40656496780479,-4.31289121547101,1.73582835635336,0.321743028202479,1.4207839503651,-0.379824689767292,0.986083822839479,2.4426020457277,-16.0273743432343,2.00376203859627,36.0299763025513,1.40658302119539,-4.31276739092595
7,4,1.60643793821927,1.32067259641348,1.32097470971374,1.69760478865634,1.36139457171897,1.36179537556299,3618.1130953577,0.000136019419814801,8.8241303000679e-05,5,5,5,46.1872558,2.4195258,3.4651511,1.73525359548349,0.321908531635071,1.41937968657604,-0.380607499650552,0.973176306448447,2.4426020457277,-16.0273743432343,2.00318728111051,36.0299763025513,1.40517875730819,-4.31312335442215,1.73605196752439,0.32192227549541,1.42076583718288,-0.379666789018176,0.986003600727863,2.4426020457277,-16.0273743432343,2.00398565100635,36.0299763025513,1.40656490790997,-4.31289113911743,1.73595705153268,0.321871869096682,1.42075762406978,-0.379875962039243,0.986017147456913,2.4426020457277,-16.0273743432343,2.00389073327976,36.0299763025513,1.40655669468884,-4.31277396066302
8,1,3.14453708887311,1.31186553283721,1.30585584497219,4.32339630560758,1.68726278662272,1.6783714044613,3499.8449560153,0.000844098660356365,0.00379792451210168,5,5,5,222.6052772,8.0117082,13.0489147,1.58876900305593,0.309259731398889,1.38842783933716,-0.284119875908762,1.16812287351256,2.29993657045028,-16.0273741749804,1.85670402959758,36.0299763025513,1.37422801645829,-4.50078793215179,1.58754280407778,0.30906892443595,1.38528595830594,-0.287498311038042,1.08193845666886,2.29993657045028,-16.0273741749804,1.85547781425387,36.0299763025513,1.37108613561841,-4.50796146941823,1.58582129066585,0.311110330243752,1.38199039064945,-0.286232382933773,1.08232090614828,2.29993657045028,-16.0273741749804,1.85370937209298,36.0299763025513,1.36777868592729,-4.50458084597676
8,2,3.14453709099515,1.30503724354948,1.30357213958363,4.32339630796222,1.67599587806182,1.67492897785646,3499.8449560004,0.0065355955146228,0.00665365550096454,5,5,5,34.3041391,8.1925735,6.9331546,1.58876900305593,0.309259731398889,1.38842783933716,-0.284119875908762,1.16812287351256,2.29993657045028,-16.0273741749804,1.85670402959758,36.0299763025513,1.37422801645829,-4.50078793215179,1.58582921732686,0.309940456481322,1.38184768371527,-0.288377622418894,1.0824096172675,2.29993657045028,-16.0273741749804,1.85356258572315,36.0299763025513,1.36764786326691,-4.50437449898585,1.58518894657816,0.312582245913417,1.38184631215685,-0.286843868708806,1.0823249083893,2.29993657045028,-16.0273741749804,1.85311109325952,36.0299763025513,1.36764649071431,-4.50476774499661
8,3,3.14453709099515,1.30503724354948,1.30357213958363,4.32339630796222,1.67599587806182,1.67492897785646,3499.8449560004,0.0065355955146228,0.00665365550096454,5,5,5,56.7358713,6.6312998,5.8472631,1.58876900305593,0.309259731398889,1.38842783933716,-0.284119875908762,1.16812287351256,2.29993657045028,-16.0273741749804,1.85670402959758,36.0299763025513,1.37422801645829,-4.50078793215179,1.58582921732686,0.309940456481322,1.38184768371527,-0.288377622418894,1.0824096172675,2.29993657045028,-16.0273741749804,1.85356258572315,36.0299763025513,1.36764786326691,-4.50437449898585,1.58518894657816,0.312582245913417,1.38184631215685,-0.286843868708806,1.0823249083893,2.29993657045028,-16.0273741749804,1.85311109325952,36.0299763025513,1.36764649071431,-4.50476774499661
8,4,3.14453709099515,1.30503724354948,1.30357213958363,4.32339630796222,1.67599587806182,1.67492897785646,3499.8449560004,0.0065355955146228,0.00665365550096454,5,5,5,47.2470115,6.6932355,7.1768885,1.58876900305593,0.309259731398889,1.38842783933716,-0.284119875908762,1.16812287351256,2.29993657045028,-16.0273741749804,1.85670402959758,36.0299763025513,1.37422801645829,-4.50078793215179,1.58582921732686,0.309940456481322,1.38184768371527,-0.288377622418894,1.0824096172675,2.29993657045028,-16.0273741749804,1.85356258572315,36.0299763025513,1.36764786326691,-4.50437449898585,1.58518894657816,0.312582245913417,1.38184631215685,-0.286843868708806,1.0823249083893,2.29993657045028,-16.0273741749804,1.85311109325952,36.0299763025513,1.36764649071431,-4.50476774499661
9,1,2.11712687208932,2.11153320932764,2.11213146434188,2.55643808832122,2.61695080236139,2.6162409841785,4654.09917925723,0.000127935183017189,0.000369093033983627,5,5,5,231.7443732,13.1676788,8.935055,1.96170224104053,0.213401606414538,1.6539331746512,-0.411410517533169,0.930467949567739,4.3707192966911,-16.0273738021067,2.22963731670425,36.0299763025513,1.63973342452803,-4.99689027810569,1.96236396128721,0.213731260299363,1.65528424157987,-0.409622800206629,0.964097202585768,4.3707192966911,-16.0273738021067,2.23029901867511,36.0299763025513,1.64108449169347,-4.99415206069356,1.96301400368204,0.213200366817628,1.65635958856583,-0.409604200771678,0.963794578042244,4.3707192966911,-16.0273738021067,2.23094312914576,36.0299763025513,1.64215983849687,-4.99471154374027
