summary_row,mae_classic,mae_robust1,mae_robust2
overall_mean,9.12518438587382,3.07683791853655,3.4306304836569
mean_of_outer_means,9.12518438587382,3.07683791853655,3.4306304836569
mean_of_inner_means,9.12518438587382,3.07683791853655,3.4306304836569
