file,mean_mean,var_mean,mean_var,var_var,n_points
grid_w001_t1.csv,24.4078958766207,3.35080535681937,2.46201633830304,3.19130990366652,14400
grid_w001_t10.csv,14.3070874252065,1.64547457935904,2.44978907542701,3.14567143634888,14400
grid_w001_t11.csv,17.1445412239255,2.203304402653,2.64225642732901,3.00118925818142,14400
grid_w001_t12.csv,4.13369969741129,0.664651920672801,3.14854488712642,2.57554812959511,14400
grid_w001_t13.csv,2.50691132218116,0.269563731525179,2.8424563541921,2.92686247293826,14400
grid_w001_t14.csv,7.28010561422426,0.239992054449644,2.64448101200677,2.99447663312195,14400
grid_w001_t15.csv,7.58903872386736,0.119629369929049,2.44947908425618,3.14451994904716,14400
grid_w001_t16.csv,10.3839229441073,1.07732425056558,2.4494341800989,3.14435316214115,14400
grid_w001_t17.csv,20.4013329962274,1.86344987676366,2.45039778157421,3.14793335292253,14400
grid_w001_t18.csv,13.8960553669998,1.61483678084422,2.63742615993086,3.11662488551096,14400
grid_w001_t19.csv,7.98563901481752,1.22789579197809,2.45497398016326,3.16497190114822,14400
grid_w001_t2.csv,23.6297996214956,4.11471124433424,2.4509923048932,3.15014348028889,14400
grid_w001_t20.csv,6.8055562234354,0.0655445431630528,2.88440386575833,3.18097570215381,14400
grid_w001_t21.csv,2.37439062979063,0.0156734314737867,3.71083325293549,2.72312585341518,14400
grid_w001_t22.csv,7.30702234722032,0.138995318494156,3.42852054367873,2.33882713811328,14400
grid_w001_t23.csv,15.3732452508528,1.12743185891003,2.4536701571558,3.16011125848466,14400
grid_w001_t24.csv,15.863325825178,1.27855706959813,2.45205899430611,3.15411149634113,14400
grid_w001_t25.csv,12.2160454914778,1.01742996211965,2.45380457758186,3.16061193363838,14400
grid_w001_t26.csv,17.4127002501619,2.73212947544629,3.18504189133039,2.64974018268802,14400
grid_w001_t27.csv,14.2192839533006,0.72496246811314,3.19204050076984,2.65231120399805,14400
grid_w001_t28.csv,6.75486228927177,0.399693641547121,2.45611071339438,3.169213365957,14400
grid_w001_t29.csv,4.84276103625176,0.286318844292396,2.4554543228946,3.1667637193788,14400
grid_w001_t3.csv,10.2437651411854,1.67594051627404,2.45093590389612,3.14993383083706,14400
grid_w001_t30.csv,12.9845543983578,0.174021955033767,2.46478197213736,3.2016921661946,14400
grid_w001_t4.csv,3.63245593116285,1.54000440149739,2.8870356376428,2.68892152830378,14400
grid_w001_t5.csv,3.03783631733212,0.505591616471095,2.45099861525926,3.15016704794251,14400
grid_w001_t6.csv,3.43628404832301,0.374862109542656,2.62603132376885,3.10853274089263,14400
grid_w001_t7.csv,4.68468463740574,0.371958998719351,2.45221908551645,3.15470739899445,14400
grid_w001_t8.csv,8.26019897138576,0.485509446346537,2.45155030044879,3.15221876252746,14400
grid_w001_t9.csv,10.8823461863405,1.3547198983118,2.4513263293913,3.15138564285526,14400
