window,time,mean_mean,mean_var,mean_std
1,1,24.4078958766207,104.177755770769,10.2063742670605
1,2,23.6297996214956,104.188779804181,10.2069192299498
1,3,10.2437651411854,104.188836205177,10.2069220178869
1,4,3.63245593116285,103.752736471395,10.1855903770084
1,5,3.03783631733212,104.188773493814,10.2069189180109
1,6,3.43628404832301,104.013740785304,10.198345759943
1,7,4.68468463740574,104.187553023559,10.2068585887478
1,8,8.26019897138576,104.188221808626,10.2068916476944
1,9,10.8823461863405,104.188445779683,10.2069027188237
1,10,14.3070874252065,104.189983033647,10.2069787061144
1,11,17.1445412239255,103.997515681735,10.1975628099831
1,12,4.13369969741129,103.491227221895,10.1727581002824
1,13,2.50691132218116,103.797315754862,10.1877505319645
1,14,7.28010561422426,103.995291097057,10.1974545296867
1,15,7.58903872386736,104.190293024817,10.2069940289776
1,16,10.3839229441073,104.190337928975,10.2069962485865
1,17,20.4013329962274,104.1893743275,10.2069486176009
1,18,13.8960553669998,104.002345949143,10.1977861047306
1,19,7.98563901481752,104.184798128911,10.2067224078353
1,20,6.8055562234354,103.755368243312,10.1856616729073
1,21,2.37439062979063,102.928938856034,10.1450654352381
1,22,7.30702234722032,103.211251565291,10.1590158263348
1,23,15.3732452508528,104.186101951918,10.2067868594301
1,24,15.863325825178,104.187713114769,10.206866502304
1,25,12.2160454914778,104.185967531491,10.2067802147276
1,26,17.4127002501619,103.454730216519,10.1709551342749
1,1,24.4078958766207,2.46201633830304,1.42734150426148
1,2,23.6297996214956,2.4509923048932,1.42450321153361
1,3,10.2437651411854,2.45093590389613,1.42448866904322
1,4,3.63245593116285,2.8870356376428,1.61061680170856
1,5,3.03783631733212,2.45099861525927,1.42450483633895
1,6,3.43628404832301,2.62603132376886,1.49487708692475
1,7,4.68468463740574,2.45221908551646,1.42481944419458
1,8,8.26019897138576,2.45155030044879,1.42464706164984
1,9,10.8823461863405,2.45132632939131,1.42458932536767
1,10,14.3070874252065,2.44978907542701,1.42419295625415
1,11,17.1445412239255,2.64225642732901,1.51032565127866
1,12,4.13369969741129,3.14854488712642,1.69951691912306
1,13,2.50691132218116,2.8424563541921,1.58367888606876
1,14,7.28010561422426,2.64448101200677,1.51139026962738
1,15,7.58903872386736,2.44947908425618,1.42411300970329
1,16,10.3839229441073,2.44943418009891,1.42410142840812
1,17,20.4013329962274,2.45039778157421,1.42434992310609
1,18,13.8960553669998,2.63742615993086,1.49874694697342
1,19,7.98563901481752,2.45497398016327,1.42552923763297
1,20,6.8055562234354,2.88440386575833,1.58160153243301
1,21,2.37439062979063,3.7108332529355,1.8557484276453
1,22,7.30702234722032,3.42852054367873,1.78503782504379
1,23,15.3732452508528,2.4536701571558,1.42519336945379
1,24,15.863325825178,2.45205899430611,1.42477818358155
1,25,12.2160454914778,2.45380457758187,1.42522800726173
1,26,17.4127002501619,3.18504189133039,1.70666297006832
1,27,14.2192839533006,3.19204050076984,1.70868396915846
1,28,6.75486228927177,2.45611071339438,1.42582198019243
1,29,4.84276103625176,2.4554543228946,1.42565294978504
1,30,12.9845543983578,2.46478197213736,1.42805234913589
