x,y,mean,var,std
53.44352,9.91088,12.3819888946012,4.51363284467137,2.12453120585963
53.44352,9.91224336134454,12.3832334081464,4.46293232943443,2.11256534323425
53.44352,9.91360672268907,12.3839427005817,4.41174386497575,2.10041516490806
53.44352,9.91497008403361,12.3840977515623,4.36013398248692,2.08809338452257
53.44352,9.91633344537815,12.3836798634648,4.30817245416158,2.07561375360677
53.44352,9.91769680672269,12.3826707075784,4.25593215064453,2.06299106896868
53.44352,9.91906016806723,12.3810523741423,4.20348887073569,2.05024117379778
53.44352,9.92042352941176,12.3788074174071,4.15092116323784,2.03738095682615
53.44352,9.9217868907563,12.3759189061315,4.09831011857084,2.02442834364935
53.44352,9.92315025210084,12.372370470956,4.04573914797347,2.01140228397341
53.44352,9.92451361344538,12.3681463525449,3.99329374503249,1.99832273295194
53.44352,9.92587697478992,12.3632314504163,3.94106122405178,1.98521062460682
53.44352,9.92724033613445,12.3576113693631,3.88913045102366,1.97208784059526
53.44352,9.92860369747899,12.351272468178,3.83759155006482,1.95897716935773
53.44352,9.92996705882353,12.3442019066008,3.78653560009353,1.94590225861772
53.44352,9.93133042016807,12.3363876890583,3.73605432341832,1.93288756098701
53.44352,9.9326937815126,12.3278187126831,3.68623975082365,1.91995826799013
53.44352,9.93405714285714,12.3184848086356,3.6371838915683,1.90714023909316
53.44352,9.93542050420168,12.3083767879343,3.5889783813124,1.89445991810658
53.44352,9.93678386554622,12.2974864808496,3.54171413400126,1.88194424306387
53.44352,9.93814722689076,12.2858067770929,3.49548098688034,1.86962054622866
53.44352,9.93951058823529,12.2733316654239,3.45036733929622,1.85751644388313
53.44352,9.94087394957983,12.2600562707628,3.40645979341328,1.84565971766555
53.44352,9.94223731092437,12.2459768865022,3.36384280225024,1.83407818869595
53.44352,9.94360067226891,12.2310910105133,3.32259830955306,1.82279958019335
53.44352,9.94496403361345,12.2153973727557,3.28280541084367,1.81185137658795
53.44352,9.94632739495798,12.1988959670951,3.24454000597563,1.80126067130097
53.44352,9.94769075630252,12.1815880745545,3.20787447698497,1.79105401286085
53.44352,9.94905411764706,12.1634762869161,3.1728773728902,1.78125724500708
53.44352,9.9504174789916,12.1445645292107,3.13961310361818,1.77189534217407
53.44352,9.95178084033613,12.1248580763127,3.10814166225932,1.76299224679501
53.44352,9.95314420168067,12.104363568677,3.07851835421552,1.75457070368097
53.44352,9.95450756302521,12.0830890247556,3.05079355481547,1.74665209896404
53.44352,9.95587092436975,12.0610438484729,3.02501249102177,1.73925630400518
53.44352,9.95723428571429,12.0382388392075,3.00121503362773,1.73240152205767
53.44352,9.95859764705882,12.014686189782,2.97943553544895,1.7261041496529
53.44352,9.95996100840336,11.9903994899917,2.95970267718362,1.7203786435502
53.44352,9.9613243697479,11.965393721221,2.94203935372348,1.71523740447889
53.44352,9.96268773109244,11.9396852498522,2.92646258612656,1.71069067517379
53.44352,9.96405109243697,11.9132918173408,2.91298345890732,1.70674645419503
53.44352,9.96541445378151,11.8862325249786,2.90160709876403,1.70341043168229
53.44352,9.96677781512605,11.8585278191049,2.89233266906044,1.70068594074874
53.44352,9.96814117647059,11.8301994690321,2.88515340858904,1.69857393380125
53.44352,9.96950453781513,11.8012705436213,2.8800566965132,1.6970729791359
53.44352,9.97086789915966,11.7717653843472,2.87702414380986,1.69617927820436
53.44352,9.9722312605042,11.7417095731969,2.8760317260266,1.69588670789844
53.44352,9.97359462184874,11.7111299006696,2.87704993117571,1.69618687979117
53.44352,9.97495798319328,11.6800543291933,2.8800439449676,1.69706922220857
53.44352,9.97632134453782,11.6485119491075,2.88497387003941,1.69852108318955
53.44352,9.97768470588235,11.6165329396814,2.89179495239714,1.7005278452284
53.44352,9.97904806722689,11.5841485186399,2.90045785340496,1.70307306167556
53.44352,9.98041142857143,11.5513908973801,2.91090892666955,1.70613860124831
53.44352,9.98177478991597,11.5182932249735,2.92309052987122,1.70970480781661
53.44352,9.9831381512605,11.4848895337589,2.93694135051344,1.71375066754573
53.44352,9.98450151260504,11.4512146839158,2.95239674285073,1.71825398089186
53.44352,9.98586487394958,11.4173043020198,2.96938908992626,1.72319154185664
53.44352,9.98722823529412,11.3831947189946,2.98784816827775,1.72853931638183
53.44352,9.98859159663866,11.3489229063611,3.0077015278733,1.73427262213105
53.44352,9.98995495798319,11.3145264076237,3.02887487997238,1.7403663062621
53.44352,9.99131831932773,11.2800432745325,3.05129248116946,1.74679491674594
53.44352,9.99268168067227,11.2455119929931,3.0748775285464,1.75353287067748
53.44352,9.99404504201681,11.2109714125636,3.09955255280592,1.76055461511591
53.44352,9.99540840336134,11.1764606756061,3.12523979985633,1.76783477730707
53.44352,9.99677176470588,11.1420191422265,3.15186161738798,1.77534830875183
53.44352,9.99813512605042,11.1076863156156,3.17934082438136,1.78307061676798
53.44352,9.99949848739496,11.0735017672764,3.20760107355069,1.79097768650274
53.44352,10.0008618487395,11.0395050590956,3.23656720411531,1.7990461928798
53.44352,10.002225210084,11.0057356717655,3.2661655673103,1.80725359795196
53.44352,10.0035885714286,10.9722329226515,3.29632435210835,1.81557824180296
53.44352,10.0049519327731,10.9390358938087,3.32697387233329,1.82399941675793
