x,y,mean,var,std
53.44352,9.91088,9.63051138722593,4.52389421853543,2.12694480853064
53.44352,9.91224336134454,9.62249090260328,4.47297294026358,2.11494041057037
53.44352,9.91360672268907,9.61405047077449,4.42156582570894,2.10275196485675
53.44352,9.91497008403361,9.60518270153066,4.36973958638227,2.09039220874511
53.44352,9.91633344537815,9.59588060278822,4.3175641707863,2.07787491702131
53.44352,9.91769680672269,9.58613760724112,4.26511262145611,2.06521490926637
53.44352,9.91906016806723,9.57594760051586,4.21246090425223,2.05242805093193
53.44352,9.92042352941176,9.56530494639313,4.15968772984964,2.03953125248172
53.44352,9.9217868907563,9.55420451450579,4.10687434498913,2.02654246069238
53.44352,9.92315025210084,9.54264170588033,4.05410431135609,2.01348064588565
53.44352,9.92451361344538,9.53061247878229,4.0014632668197,2.00036578325558
53.44352,9.92587697478992,9.51811337389565,3.94903866352277,1.98721882628028
53.44352,9.92724033613445,9.50514153842836,3.8969194986279,1.97406167548734
53.44352,9.92860369747899,9.49169475052845,3.8451960205408,1.96091713760189
53.44352,9.92996705882353,9.47777144254175,3.79395942541727,1.94780887805176
53.44352,9.93133042016807,9.46337072198685,3.74330154562789,1.93476136658449
53.44352,9.9326937815126,9.44849239423938,3.69331451472724,1.92179981130378
53.44352,9.93405714285714,9.43313698143158,3.64409043740474,1.90895008771962
53.44352,9.93542050420168,9.41730574312508,3.59572103737347,1.89623865517331
53.44352,9.93678386554622,9.4010006928585,3.54829730926692,1.88369246674369
53.44352,9.93814722689076,9.38422461497013,3.50190916370574,1.87133886928737
53.44352,9.93951058823529,9.3669810804767,3.45664506617549,1.85920549326197
53.44352,9.94087394957983,9.34927446115313,3.4125916778596,1.84732013410226
53.44352,9.94223731092437,9.33110994041186,3.36983350383879,1.83571062638935
53.44352,9.94360067226891,9.31249352586235,3.32845253313554,1.82440470650992
53.44352,9.94496403361345,9.29343205693722,3.28852789999708,1.81342987181669
53.44352,9.94632739495798,9.27393321412903,3.25013553668416,1.80281322845273
53.44352,9.94769075630252,9.25400552320301,3.21334785160829,1.79258133751534
53.44352,9.94905411764706,9.23365835931405,3.17823341443708,1.78276005520571
53.44352,9.9504174789916,9.21290194982872,3.14485665033819,1.77337436835491
53.44352,9.95178084033613,9.19174737406542,3.11327756259746,1.76444823177034
53.44352,9.95314420168067,9.17020656129095,3.08355146212205,1.75600440264882
53.44352,9.95450756302521,9.14829228738824,3.05572872544788,1.74806427955264
53.44352,9.95587092436975,9.12601816815187,3.02985457685209,1.7406477463439
53.44352,9.95723428571429,9.10339865349322,3.00596888094055,1.73377301886393
53.44352,9.95859764705882,9.08044901487984,2.984105981276,1.7274565063341
