x,y,mean_avg,var_avg,std_avg,std_from_varavg
53.44352,9.91088,11.1715391210321,4.75092786759675,2.17825686060708,2.17966232880159
53.44352,9.91224336134454,11.1789315490663,4.70647372395833,2.16793541022746,2.1694408781892
53.44352,9.91360672268907,11.1861176880748,4.66150815733864,2.15744208231729,2.1590526064315
53.44352,9.91497008403361,11.1930842387779,4.61608437529443,2.14678680617522,2.14850747620166
53.44352,9.91633344537815,11.1998179026068,4.57025845084641,2.13598036885532,2.13781628089188
53.44352,9.91769680672269,11.2063054068266,4.52408922128468,2.12503442260127,2.12699064908257
53.44352,9.91906016806723,11.2125335322842,4.47763816411584,2.11396148729942,2.11604304401301
53.44352,9.92042352941176,11.2184891386203,4.43096926638021,2.10277495148687,2.10498676156887
53.44352,9.9217868907563,11.2241591929117,4.38414886895982,2.09148906718789,2.09383592216769
53.44352,9.92315025210084,11.2295307969662,4.33724550029803,2.08011894162601,2.08260545958615
53.44352,9.92451361344538,11.234591215164,4.29032969531688,2.06868052440187,2.07131110539119
53.44352,9.92587697478992,11.2393279035549,4.24347379455745,2.05719058846532,2.05996936738328
53.44352,9.92724033613445,11.2437285374393,4.19675173686412,2.04566670765684,2.0485975048467
53.44352,9.92860369747899,11.2477810410175,4.15023883103143,2.03412722675223,2.03721349667418
53.44352,9.92996705882353,11.2514736162007,4.10401151870597,2.02259122650129,2.02583600488933
53.44352,9.93133042016807,11.2547947701534,4.05814712963091,2.01107848344888,2.01448433342901
53.44352,9.9326937815126,11.2577333456588,4.01272361657502,1.99960942081671,2.00317837862109
53.44352,9.93405714285714,11.2602785479419,3.96781929321995,1.98820505578379,1.99193857666845
53.44352,9.93542050420168,11.2624199745224,3.92351255267923,1.97688693702496,1.98078584220486
53.44352,9.93678386554622,11.2641476420476,3.87988158778868,1.96567707739694,1.96974150278372
53.44352,9.93814722689076,11.265452013653,3.83700410452935,1.95459787915993,1.95882722681949
53.44352,9.93951058823529,11.2663240265674,3.79495702875664,1.94367205138172,1.94806494469682
53.44352,9.94087394957983,11.2667551186336,3.75381621294105,1.93292252094764,1.93747676449062
53.44352,9.94223731092437,11.2667372526943,3.71365614714874,1.92237233809665,1.92708488322355
53.44352,9.94360067226891,11.266262943252,3.67454966171326,1.91204457303345,1.91691149031802
53.44352,9.94496403361345,11.2653252787864,3.63656764549281,1.90196220992974,1.9069786693859
53.44352,9.94632739495798,11.2639179469179,3.59977875524831,1.89214803192261,1.89730829209391
53.44352,9.94769075630252,11.2620352551221,3.56424914388728,1.88262450475664,1.88792191149085
53.44352,9.94905411764706,11.2596721518622,3.53004219259333,1.87341365546745,1.87884065119779
53.44352,9.9504174789916,11.2568242476165,3.49721824837252,1.86453694700519,1.87008509121177
53.44352,9.95178084033613,11.2534878325242,3.46583438318398,1.85601515387907,1.86167515511809
53.44352,9.95314420168067,11.2496598945767,3.43594415628254,1.84786823463146,1.85362999443863
53.44352,9.95450756302521,11.2453381355305,3.407597398479,1.84011520717669,1.84596787579822
53.44352,9.95587092436975,11.2405209846335,3.38084001407103,1.83277402693945,1.83870607060265
53.44352,9.95723428571429,11.2352076139969,3.35571378947511,1.82586146584777,1.83186074511004
53.44352,9.95859764705882,11.2293979475972,3.33225623777778,1.81939300155682,1.82544685975182
53.44352,9.95996100840336,11.2230926733856,3.31050044790349,1.81338270940016,1.81947807019032
53.44352,9.9613243697479,11.2162932507371,3.29047496524477,1.80784316584802,1.81396663840457
53.44352,9.96268773109244,11.2090019172267,3.27220369186986,1.80278536137174,1.80892335157404
53.44352,9.96405109243697,11.2012216941503,3.25570580565977,1.79821862368133,1.80435744952594
53.44352,9.96541445378151,11.192956388569,3.24099571257503,1.79415055642148,1.80027656557959
53.44352,9.96677781512605,11.1842105963037,3.22808301007196,1.79058698800984,1.7966866755425
53.44352,9.96814117647059,11.1749897005632,3.21697248608081,1.78753193832231,1.7935920623377
53.44352,9.96950453781513,11.1652998698557,3.20766413845539,1.78498759950574,1.79099529269493
53.44352,9.97086789915966,11.1551480544444,3.20015321495759,1.78295433129681,1.78889720636978
53.44352,9.9722312605042,11.1445419792372,3.19443028705477,1.7814306747979,1.78729692190603
53.44352,9.97359462184874,11.1334901373809,3.19048133502335,1.78041337819536,1.78619185280399
53.44352,9.97495798319328,11.1220017806995,3.18828786381722,1.77989743971578,1.7855777395054
53.44352,9.97632134453782,11.1100869062047,3.18782704655648,1.77987616645713,1.78544869614237
53.44352,9.97768470588235,11.0977562454054,3.18907187368825,1.78034124210879,1.78579726556187
53.44352,9.97904806722689,11.0850212468416,3.1919913401352,1.7812828120529,1.78661449119143
53.44352,9.98041142857143,11.0718940616158,3.19655063669539,1.78268957520107,1.78788999569196
53.44352,9.98177478991597,11.058387522861,3.20271137059283,1.78454888871877,1.78961207265509
53.44352,9.9831381512605,11.0445151254844,3.21043179848838,1.78684687973543,1.79176778587193
53.44352,9.98450151260504,11.0302910053762,3.21966706935483,1.78956856221447,1.79434307459717
53.44352,9.98586487394958,11.0157299146824,3.23036948951382,1.79269796140464,1.79732286735406
53.44352,9.98722823529412,11.0008471970397,3.24248879063147,1.79621823933357,1.80069119802132
53.44352,9.98859159663866,10.9856587609223,3.25597241227729,1.80011182366225,1.80443132656172
53.44352,9.98995495798319,10.9701810503808,3.27076579237618,1.80436053710218,1.80852586168298
53.44352,9.99131831932773,10.9544310177569,3.2868126564997,1.80894572402603,1.81295688214025
53.44352,9.99268168067227,10.9384260909139,3.30405531795955,1.81384837700185,1.81770605928449
