x,y,mean,var,std
53.44352,9.91088,7.18631237371802,5.35643973195595,2.31439835204658
53.44352,9.91224336134454,7.1830713981683,5.3289397409642,2.30844964011871
53.44352,9.91360672268907,7.17974614745642,5.30091348969346,2.30237127537968
53.44352,9.91497008403361,7.17633651724032,5.27237960292142,2.2961662838134
53.44352,9.91633344537815,7.17284251021904,5.2433582840738,2.28983804756446
53.44352,9.91769680672269,7.16926423974357,5.21387129760628,2.28339030776744
53.44352,9.91906016806723,7.16560193346042,5.18394194155698,2.27682716549961
53.44352,9.92042352941176,7.1618559365299,5.15359501764678,2.27015308242567
53.44352,9.9217868907563,7.15802671502261,5.12285679058957,2.26337287926439
53.44352,9.92315025210084,7.15411485892769,5.09175494286483,2.25649173339164
53.44352,9.92451361344538,7.15012108516963,5.06031852342439,2.24951517519318
53.44352,9.92587697478992,7.14604624026553,5.02857788701816,2.24244908236913
53.44352,9.92724033613445,7.14189130291375,4.99656463134066,2.23529967372177
53.44352,9.92860369747899,7.13765738637074,4.96431152418176,2.22807350062375
53.44352,9.92996705882353,7.13334574063648,4.93185242674504,2.22077743746307
53.44352,9.93133042016807,7.12895775421323,4.89922221300397,2.21341867097121
53.44352,9.9326937815126,7.12449495591579,4.86645667950744,2.20600468710006
53.44352,9.93405714285714,7.1199590161769,4.83359245612407,2.19854325773319
53.44352,9.93542050420168,7.11535174839173,4.80066690733055,2.19104242481303
53.44352,9.93678386554622,7.11067510959191,4.76771803302917,2.18351048383771
53.44352,9.93814722689076,7.10593120111466,4.73478436578468,2.17595596595719
53.44352,9.93951058823529,7.10112226898558,4.70190486367089,2.16838761840933
53.44352,9.94087394957983,7.09625070397126,4.6691188018861,2.1608143839502
53.44352,9.94223731092437,7.09131904108119,4.636465664429,2.15324537952111
53.44352,9.94360067226891,7.0863299591916,4.60398503084893,2.14568987294272
53.44352,9.94496403361345,7.08128627996754,4.57171646803319,2.13815725989301
53.44352,9.94632739495798,7.07619096680779,4.53969941602263,2.13065703857346
53.44352,9.94769075630252,7.07104712307688,4.50797307996327,2.12319878484405
53.44352,9.94905411764706,7.06585799025244,4.47657632183554,2.11579212632894
53.44352,9.9504174789916,7.06062694573467,4.44554755186826,2.1084467154444
53.44352,9.95178084033613,7.055357500313,4.41492462769583,2.10117220324652
53.44352,9.95314420168067,7.05005329508367,4.3847447508866,2.09397821165517
53.44352,9.95450756302521,7.04471809833473,4.35504437176981,2.08687430665333
53.44352,9.95587092436975,7.03935580183754,4.32585909849419,2.07986997153529
