scenario,m,a,run,model,delta_base,delta_eff,MAE,RMSE
"m=4,a=0.3",4,0.3,23,robust_d_small,0.05,0.1,0.867838867370234,1.07954910197347
"m=4,a=0.3",4,0.3,23,robust_d_medium,0.35,0.7,0.849791110524664,1.05504893740947
"m=4,a=0.3",4,0.3,23,robust_d_big,1.5,3,0.864311816223878,1.07154500825867
"m=4,a=0.3",4,0.3,23,robust_d_auto,NaN,2.17905464822509,0.86432883998361,1.07156952429436
"m=4,a=0.3",4,0.3,25,classic,NaN,NaN,0.640364948114549,0.781537086447977
"m=4,a=0.3",4,0.3,25,robust_d_small,0.05,0.1,0.74621736357295,0.883968290207035
"m=4,a=0.3",4,0.3,25,robust_d_medium,0.35,0.7,0.725612477744498,0.860280277489469
"m=4,a=0.3",4,0.3,25,robust_d_big,1.5,3,0.763304580728154,0.902540023656232
"m=4,a=0.3",4,0.3,25,robust_d_auto,NaN,2.58500596745265,0.763305962910699,0.902541760066774
"m=4,a=0.3",4,0.3,26,classic,NaN,NaN,0.629334064015696,0.801634445950311
"m=4,a=0.3",4,0.3,26,robust_d_small,0.05,0.1,0.667427438116065,0.845037022647423
"m=4,a=0.3",4,0.3,26,robust_d_medium,0.35,0.7,0.665805708501987,0.845259762015258
"m=4,a=0.3",4,0.3,26,robust_d_big,1.5,3,0.668316060309128,0.84753532209286
"m=4,a=0.3",4,0.3,26,robust_d_auto,NaN,3.57747191476369,0.779584633251018,1.03411342807074
"m=4,a=0.3",4,0.3,27,classic,NaN,NaN,0.614868255169421,0.794048487374864
"m=4,a=0.3",4,0.3,27,robust_d_small,0.05,0.1,0.751986276316428,0.978373367149623
"m=4,a=0.3",4,0.3,27,robust_d_medium,0.35,0.7,0.736081077768391,0.968540099318341
"m=4,a=0.3",4,0.3,27,robust_d_big,1.5,3,0.731781510607201,0.964505282284025
"m=4,a=0.3",4,0.3,27,robust_d_auto,NaN,1.3749979788458,0.729822031630107,0.961595866962524
"m=4,a=0.3",4,0.3,28,classic,NaN,NaN,1.07680755603491,1.59420565181695
"m=4,a=0.3",4,0.3,28,robust_d_small,0.05,0.1,1.08381750650101,1.37433024308612
"m=4,a=0.3",4,0.3,28,robust_d_medium,0.35,0.7,1.0328941033801,1.31119600188453
"m=4,a=0.3",4,0.3,28,robust_d_big,1.5,3,0.977684852308441,1.37233827179585
"m=4,a=0.3",4,0.3,28,robust_d_auto,NaN,4.26925896584091,0.954605280549927,1.19339980396005
"m=4,a=0.3",4,0.3,29,classic,NaN,NaN,1.15651696745773,1.68945529772981
"m=4,a=0.3",4,0.3,29,robust_d_small,0.05,0.1,1.22914405157239,1.82831697050776
"m=4,a=0.3",4,0.3,29,robust_d_medium,0.35,0.7,1.22684079861677,1.82481610915541
"m=4,a=0.3",4,0.3,29,robust_d_big,1.5,3,1.22684078919052,1.82481609396814
"m=4,a=0.3",4,0.3,29,robust_d_auto,NaN,0.487517142868198,1.22737197641993,1.82564846927119
"m=4,a=0.3",4,0.3,30,classic,NaN,NaN,0.930352821848941,1.1535248940579
"m=4,a=0.3",4,0.3,30,robust_d_small,0.05,0.1,0.812746762495557,1.01201763374209
"m=4,a=0.3",4,0.3,30,robust_d_medium,0.35,0.7,0.80040056997587,0.997780950193755
"m=4,a=0.3",4,0.3,30,robust_d_big,1.5,3,1.00801261399391,1.29680660188754
"m=4,a=0.3",4,0.3,30,robust_d_auto,NaN,1.19805292420115,0.968888107710722,1.23738133939252
"m=4,a=0.3",4,0.3,31,classic,NaN,NaN,0.854986534378533,1.19846381511653
"m=4,a=0.3",4,0.3,31,robust_d_small,0.05,0.1,0.958787869803253,1.40915359156664
"m=4,a=0.3",4,0.3,31,robust_d_medium,0.35,0.7,0.960957992179733,1.40609728577383
"m=4,a=0.3",4,0.3,31,robust_d_big,1.5,3,0.961994037228185,1.40858164374348
"m=4,a=0.3",4,0.3,31,robust_d_auto,NaN,2.92240988519486,0.863621578974008,1.0574511760857
"m=4,a=0.3",4,0.3,32,classic,NaN,NaN,0.601103457843623,0.762106344784644
"m=4,a=0.3",4,0.3,32,robust_d_small,0.05,0.1,0.659053640855258,0.817282447347296
"m=4,a=0.3",4,0.3,32,robust_d_medium,0.35,0.7,0.659424431538398,0.817941633405693
"m=4,a=0.3",4,0.3,32,robust_d_big,1.5,3,0.656374476786731,0.820032141494389
"m=4,a=0.3",4,0.3,32,robust_d_auto,NaN,1.55847364782449,0.666173075505668,0.829159559265087
"m=4,a=0.3",4,0.3,33,classic,NaN,NaN,0.647762819042693,0.793378217411539
"m=4,a=0.3",4,0.3,33,robust_d_small,0.05,0.1,0.641938324038524,0.766651440328923
"m=4,a=0.3",4,0.3,33,robust_d_medium,0.35,0.7,0.645725349319302,0.77599081498622
"m=4,a=0.3",4,0.3,33,robust_d_big,1.5,3,0.643881037770939,0.77485706014404
"m=4,a=0.3",4,0.3,33,robust_d_auto,NaN,3.11679150536851,0.977263293154776,1.18541444638839
"m=4,a=0.3",4,0.3,34,classic,NaN,NaN,0.696663600504535,0.820978503191887
"m=4,a=0.3",4,0.3,34,robust_d_small,0.05,0.1,1.07328651166998,1.3303263646368
"m=4,a=0.3",4,0.3,34,robust_d_medium,0.35,0.7,1.0586971100037,1.30712852338897
"m=4,a=0.3",4,0.3,34,robust_d_big,1.5,3,1.06431495302695,1.30597266614696
"m=4,a=0.3",4,0.3,34,robust_d_auto,NaN,3.09533786560318,1.06431478348822,1.3059724961201
"m=4,a=0.3",4,0.3,36,classic,NaN,NaN,0.949202057853223,1.38170071331722
"m=4,a=0.3",4,0.3,36,robust_d_small,0.05,0.1,1.03529662970652,1.55578036969633
"m=4,a=0.3",4,0.3,36,robust_d_medium,0.35,0.7,1.02001016229607,1.52336091725353
"m=4,a=0.3",4,0.3,36,robust_d_big,1.5,3,1.01992769563185,1.52301484612177
"m=4,a=0.3",4,0.3,36,robust_d_auto,NaN,0.787179521392047,1.01983567114806,1.52244706328533
"m=4,a=0.3",4,0.3,38,classic,NaN,NaN,1.03716020648837,1.4812479042692
"m=4,a=0.3",4,0.3,38,robust_d_small,0.05,0.1,1.29743560788186,1.80083702161756
"m=4,a=0.3",4,0.3,38,robust_d_medium,0.35,0.7,1.50821213900248,2.12841413904431
"m=4,a=0.3",4,0.3,38,robust_d_big,1.5,3,1.19017879443153,1.71254867570871
"m=4,a=0.3",4,0.3,38,robust_d_auto,NaN,0.589169457011436,1.1849022026317,1.70225434987537
"m=4,a=0.3",4,0.3,39,classic,NaN,NaN,0.753647754234443,0.962639510259399
"m=4,a=0.3",4,0.3,39,robust_d_small,0.05,0.1,0.799727366409005,0.986742371524303
"m=4,a=0.3",4,0.3,39,robust_d_medium,0.35,0.7,0.775322950447584,0.936189792102863
"m=4,a=0.3",4,0.3,39,robust_d_big,1.5,3,0.788904508422473,0.975513975614342
"m=4,a=0.3",4,0.3,39,robust_d_auto,NaN,4.34744914021427,0.853218180337915,1.11871319991521
"m=4,a=0.3",4,0.3,40,classic,NaN,NaN,1.26426348628242,1.94281359488436
"m=4,a=0.3",4,0.3,40,robust_d_small,0.05,0.1,1.3644172836464,2.10325557735014
"m=4,a=0.3",4,0.3,40,robust_d_medium,0.35,0.7,1.37362525344993,2.11959241792281
"m=4,a=0.3",4,0.3,40,robust_d_big,1.5,3,1.37362523111823,2.11959238678328
"m=4,a=0.3",4,0.3,40,robust_d_auto,NaN,0.563885432700987,1.37362524469259,2.11959240463874
"m=4,a=0.3",4,0.3,41,classic,NaN,NaN,0.581112560502416,0.728542407929479
"m=4,a=0.3",4,0.3,41,robust_d_small,0.05,0.1,0.57998410843116,0.726184380055762
"m=4,a=0.3",4,0.3,41,robust_d_medium,0.35,0.7,0.592048562433293,0.74500625618697
"m=4,a=0.3",4,0.3,41,robust_d_big,1.5,3,0.586848901280712,0.739135536974348
"m=4,a=0.3",4,0.3,41,robust_d_auto,NaN,0.845960565797097,0.58730551536402,0.740367896503545
"m=4,a=0.3",4,0.3,42,classic,NaN,NaN,1.27992255314867,1.94951779785716
"m=4,a=0.3",4,0.3,42,robust_d_small,0.05,0.1,1.65749119313635,2.41378579781214
"m=4,a=0.3",4,0.3,42,robust_d_medium,0.35,0.7,1.67680333535688,2.36542436209645
"m=4,a=0.3",4,0.3,42,robust_d_big,1.5,3,1.7100705376118,2.33462146119054
"m=4,a=0.3",4,0.3,42,robust_d_auto,NaN,2.02008908259999,1.33912096499109,1.8612464174614
"m=4,a=0.3",4,0.3,43,classic,NaN,NaN,1.10845639247129,1.63895706552746
"m=4,a=0.3",4,0.3,43,robust_d_small,0.05,0.1,1.25033874219128,1.8869336968338
"m=4,a=0.3",4,0.3,43,robust_d_medium,0.35,0.7,1.24723977510306,1.88580353246898
"m=4,a=0.3",4,0.3,43,robust_d_big,1.5,3,1.38871821973966,1.99383936857223
"m=4,a=0.3",4,0.3,43,robust_d_auto,NaN,1.34380361822327,1.3835804499175,1.98539739476664
"m=4,a=0.3",4,0.3,44,classic,NaN,NaN,0.94428869563839,1.40474400936251
"m=4,a=0.3",4,0.3,44,robust_d_small,0.05,0.1,0.933450894269102,1.28842141324324
"m=4,a=0.3",4,0.3,44,robust_d_medium,0.35,0.7,0.931026498670197,1.29088963304976
"m=4,a=0.3",4,0.3,44,robust_d_big,1.5,3,0.93407897898756,1.39821582076455
"m=4,a=0.3",4,0.3,44,robust_d_auto,NaN,7.16229250362542,1.27642815723258,1.56173401348841
"m=4,a=0.3",4,0.3,45,classic,NaN,NaN,0.9072557282422,1.23766202558348
"m=4,a=0.3",4,0.3,45,robust_d_small,0.05,0.1,1.05312218851279,1.43065857898762
"m=4,a=0.3",4,0.3,45,robust_d_medium,0.35,0.7,1.03934902189323,1.41053500318525
"m=4,a=0.3",4,0.3,45,robust_d_big,1.5,3,0.94204086744008,1.12683870122485
"m=4,a=0.3",4,0.3,45,robust_d_auto,NaN,0.997475492799593,1.03630837311609,1.40669692321512
"m=4,a=0.3",4,0.3,47,classic,NaN,NaN,1.02075562753413,1.2897792809415
"m=4,a=0.3",4,0.3,47,robust_d_small,0.05,0.1,0.935696979892111,1.20296400784327
"m=4,a=0.3",4,0.3,47,robust_d_medium,0.35,0.7,0.986647010992837,1.27256566951558
"m=4,a=0.3",4,0.3,47,robust_d_big,1.5,3,0.980556035190879,1.26313349947654
"m=4,a=0.3",4,0.3,47,robust_d_auto,NaN,1.64224839317596,0.979585839630717,1.26166345964195
"m=4,a=0.3",4,0.3,49,classic,NaN,NaN,0.816165792137285,1.10051677101761
"m=4,a=0.3",4,0.3,49,robust_d_small,0.05,0.1,1.01721570019236,1.35930016926664
"m=4,a=0.3",4,0.3,49,robust_d_medium,0.35,0.7,1.01045785407879,1.348382227301
"m=4,a=0.3",4,0.3,49,robust_d_big,1.5,3,1.00489950284367,1.3411291289145
"m=4,a=0.3",4,0.3,49,robust_d_auto,NaN,1.57822744261676,1.29516566957695,1.66652922470189
"m=4,a=0.3",4,0.3,50,classic,NaN,NaN,0.923412428960583,1.38231290026629
"m=4,a=0.3",4,0.3,50,robust_d_small,0.05,0.1,1.14720683360699,1.5571391114229
"m=4,a=0.3",4,0.3,50,robust_d_medium,0.35,0.7,1.13626728759579,1.54149217318147
"m=4,a=0.3",4,0.3,50,robust_d_big,1.5,3,1.0897877831044,1.48228128043729
"m=4,a=0.3",4,0.3,50,robust_d_auto,NaN,3.00893731969605,1.08978837347065,1.48228282359908
"m=4,a=0.3",4,0.3,52,classic,NaN,NaN,0.988487879103954,1.22342472114524
"m=4,a=0.3",4,0.3,52,robust_d_small,0.05,0.1,1.06760527422787,1.31456512310033
"m=4,a=0.3",4,0.3,52,robust_d_medium,0.35,0.7,1.07438714768475,1.32190736722823
"m=4,a=0.3",4,0.3,52,robust_d_big,1.5,3,1.08893869446418,1.34036762766129
"m=4,a=0.3",4,0.3,52,robust_d_auto,NaN,3.0216871453182,1.05277739555932,1.29757308514739
"m=4,a=0.3",4,0.3,53,classic,NaN,NaN,0.763015446071278,1.04542993027873
"m=4,a=0.3",4,0.3,53,robust_d_small,0.05,0.1,0.840232595181645,1.11333146307316
"m=4,a=0.3",4,0.3,53,robust_d_medium,0.35,0.7,0.937398132196852,1.25268857953145
"m=4,a=0.3",4,0.3,53,robust_d_big,1.5,3,0.842135515250561,1.11530249188774
"m=4,a=0.3",4,0.3,53,robust_d_auto,NaN,2.66445246271554,0.939378330560575,1.25236275183167
"m=4,a=0.3",4,0.3,54,classic,NaN,NaN,0.914553214470012,1.30267883500517
"m=4,a=0.3",4,0.3,54,robust_d_small,0.05,0.1,1.06337795578469,1.49965638222109
"m=4,a=0.3",4,0.3,54,robust_d_medium,0.35,0.7,1.04331294767743,1.47727803364896
"m=4,a=0.3",4,0.3,54,robust_d_big,1.5,3,1.04637104699122,1.48077288515158
"m=4,a=0.3",4,0.3,54,robust_d_auto,NaN,6.36452081898291,1.11944588886494,1.40861144446825
"m=4,a=0.3",4,0.3,55,classic,NaN,NaN,1.06927359655752,1.65088716254857
"m=4,a=0.3",4,0.3,55,robust_d_small,0.05,0.1,1.02928255380233,1.23834280879768
"m=4,a=0.3",4,0.3,55,robust_d_medium,0.35,0.7,1.30725502536168,1.78284217120898
"m=4,a=0.3",4,0.3,55,robust_d_big,1.5,3,1.31044309051357,1.77232849953689
"m=4,a=0.3",4,0.3,55,robust_d_auto,NaN,2.59862061370696,1.3195991144856,1.8009549096171
"m=4,a=0.3",4,0.3,56,classic,NaN,NaN,0.682469343426921,0.847655144804342
"m=4,a=0.3",4,0.3,56,robust_d_small,0.05,0.1,0.729535213247918,0.913943938408991
"m=4,a=0.3",4,0.3,56,robust_d_medium,0.35,0.7,0.730167538718088,0.920357070866444
"m=4,a=0.3",4,0.3,56,robust_d_big,1.5,3,0.731380053860435,0.930862818863675
"m=4,a=0.3",4,0.3,56,robust_d_auto,NaN,1.64166732819596,0.700143726300119,0.893873529139016
"m=4,a=0.3",4,0.3,59,classic,NaN,NaN,1.03270003861305,1.48151578178134
"m=4,a=0.3",4,0.3,59,robust_d_small,0.05,0.1,1.29180722789891,1.77958929345769
"m=4,a=0.3",4,0.3,59,robust_d_medium,0.35,0.7,1.30204070778612,1.79558070148771
"m=4,a=0.3",4,0.3,59,robust_d_big,1.5,3,1.28966505610523,1.77898382984925
"m=4,a=0.3",4,0.3,59,robust_d_auto,NaN,3.01758976160549,1.28966580894638,1.77898508020121
"m=4,a=0.3",4,0.3,60,classic,NaN,NaN,1.27884882797181,1.83546818873823
"m=4,a=0.3",4,0.3,60,robust_d_small,0.05,0.1,1.5937501764462,2.23037367578175
"m=4,a=0.3",4,0.3,60,robust_d_medium,0.35,0.7,1.5517748249152,2.16628632288443
"m=4,a=0.3",4,0.3,60,robust_d_big,1.5,3,1.57427635966883,2.19084930721654
"m=4,a=0.3",4,0.3,60,robust_d_auto,NaN,4.89828208543712,1.57574817217919,2.19258988503305
"m=4,a=0.3",4,0.3,61,classic,NaN,NaN,0.880228211116961,1.07409722079185
"m=4,a=0.3",4,0.3,61,robust_d_small,0.05,0.1,0.895179466517527,1.09283990092129
"m=4,a=0.3",4,0.3,61,robust_d_medium,0.35,0.7,0.901262473705946,1.09667342907186
"m=4,a=0.3",4,0.3,61,robust_d_big,1.5,3,0.897910185745413,1.09127594416296
"m=4,a=0.3",4,0.3,61,robust_d_auto,NaN,1.45099823566651,0.908928283854379,1.10351240184452
"m=4,a=0.3",4,0.3,62,classic,NaN,NaN,0.77599948605114,1.06598962770168
"m=4,a=0.3",4,0.3,62,robust_d_small,0.05,0.1,0.823762110828951,1.13157013933278
"m=4,a=0.3",4,0.3,62,robust_d_medium,0.35,0.7,0.914130570283323,1.09069674858414
"m=4,a=0.3",4,0.3,62,robust_d_big,1.5,3,0.821189041009274,1.12741086486413
"m=4,a=0.3",4,0.3,62,robust_d_auto,NaN,3.47110861185506,0.892822323096354,1.07886913771997
"m=4,a=0.3",4,0.3,63,classic,NaN,NaN,0.992900156963799,1.33480256886538
"m=4,a=0.3",4,0.3,63,robust_d_small,0.05,0.1,0.966132874687951,1.23492392723956
"m=4,a=0.3",4,0.3,63,robust_d_medium,0.35,0.7,0.682481402586964,0.887855317644169
"m=4,a=0.3",4,0.3,63,robust_d_big,1.5,3,0.936470534700236,1.19398553677305
"m=4,a=0.3",4,0.3,63,robust_d_auto,NaN,2.53617056239625,0.933502080623214,1.19087427246102
"m=4,a=0.3",4,0.3,64,classic,NaN,NaN,0.932803026614797,1.26132910595073
"m=4,a=0.3",4,0.3,64,robust_d_small,0.05,0.1,0.996406422952852,1.40162330312555
"m=4,a=0.3",4,0.3,64,robust_d_medium,0.35,0.7,0.998823421718765,1.40530285971726
"m=4,a=0.3",4,0.3,64,robust_d_big,1.5,3,0.998823407605026,1.40530283969161
"m=4,a=0.3",4,0.3,64,robust_d_auto,NaN,0.529329875317261,0.99745305707663,1.40330756860745
"m=4,a=0.3",4,0.3,65,classic,NaN,NaN,1.17432986671355,1.68485996282988
"m=4,a=0.3",4,0.3,65,robust_d_small,0.05,0.1,1.21821734013013,1.85712337486392
"m=4,a=0.3",4,0.3,65,robust_d_medium,0.35,0.7,1.21347249956674,1.85285574554676
"m=4,a=0.3",4,0.3,65,robust_d_big,1.5,3,1.21347250031878,1.85285574833522
"m=4,a=0.3",4,0.3,65,robust_d_auto,NaN,4.41421576799941,0.834315858854643,0.973128791961057
"m=4,a=0.3",4,0.3,67,classic,NaN,NaN,1.05617005854747,1.64223209392433
"m=4,a=0.3",4,0.3,67,robust_d_small,0.05,0.1,1.13115108759782,1.75252464040674
"m=4,a=0.3",4,0.3,67,robust_d_medium,0.35,0.7,1.14211834470228,1.49365360819431
"m=4,a=0.3",4,0.3,67,robust_d_big,1.5,3,1.12019719282726,1.48698196444081
"m=4,a=0.3",4,0.3,67,robust_d_auto,NaN,2.88836420920693,1.11928979795359,1.48417907916443
"m=4,a=0.3",4,0.3,68,classic,NaN,NaN,0.564813583834969,0.702103818662187
"m=4,a=0.3",4,0.3,68,robust_d_small,0.05,0.1,0.560014767721049,0.680830164234364
"m=4,a=0.3",4,0.3,68,robust_d_medium,0.35,0.7,0.638957161750906,0.778656944033541
"m=4,a=0.3",4,0.3,68,robust_d_big,1.5,3,0.638513198810983,0.776283044858262
"m=4,a=0.3",4,0.3,68,robust_d_auto,NaN,2.29385219540498,0.620196870132439,0.754725909087527
"m=4,a=0.3",4,0.3,69,classic,NaN,NaN,1.1186953326745,1.38848325684048
"m=4,a=0.3",4,0.3,69,robust_d_small,0.05,0.1,0.863007931947928,1.05460869393833
"m=4,a=0.3",4,0.3,69,robust_d_medium,0.35,0.7,0.866371163775872,1.0576974962301
"m=4,a=0.3",4,0.3,69,robust_d_big,1.5,3,1.20983426764404,1.51397455128485
"m=4,a=0.3",4,0.3,69,robust_d_auto,NaN,3.06568608797038,1.04120742576855,1.28911151392272
"m=4,a=0.3",4,0.3,70,classic,NaN,NaN,0.729825463260443,0.910401333754096
"m=4,a=0.3",4,0.3,70,robust_d_small,0.05,0.1,0.773413286183663,0.986599725189519
"m=4,a=0.3",4,0.3,70,robust_d_medium,0.35,0.7,0.766178883293822,0.974102363482637
"m=4,a=0.3",4,0.3,70,robust_d_big,1.5,3,0.773937921233973,0.985503739523177
"m=4,a=0.3",4,0.3,70,robust_d_auto,NaN,1.45545356966083,0.774337032886158,0.984628075389726
"m=4,a=0.3",4,0.3,71,classic,NaN,NaN,0.86817095910459,1.2444005961104
"m=4,a=0.3",4,0.3,71,robust_d_small,0.05,0.1,0.891927001607895,1.28085436871402
"m=4,a=0.3",4,0.3,71,robust_d_medium,0.35,0.7,0.907840623943673,1.3109430114826
"m=4,a=0.3",4,0.3,71,robust_d_big,1.5,3,0.910096471576064,1.31580443824287
"m=4,a=0.3",4,0.3,71,robust_d_auto,NaN,1.55868415714054,1.12422088216428,1.62371901218172
"m=4,a=0.3",4,0.3,72,classic,NaN,NaN,1.02276745980269,1.52493837020054
"m=4,a=0.3",4,0.3,72,robust_d_small,0.05,0.1,1.14935547717973,1.57970368768677
"m=4,a=0.3",4,0.3,72,robust_d_medium,0.35,0.7,1.04911764078032,1.26200404050906
"m=4,a=0.3",4,0.3,72,robust_d_big,1.5,3,1.11493062761944,1.57242594849487
"m=4,a=0.3",4,0.3,72,robust_d_auto,NaN,2.40960104427207,1.10382621070136,1.51653763616989
"m=4,a=0.3",4,0.3,73,classic,NaN,NaN,0.648396169482467,0.841113006395973
"m=4,a=0.3",4,0.3,73,robust_d_small,0.05,0.1,0.73797810198833,0.961148513938601
"m=4,a=0.3",4,0.3,73,robust_d_medium,0.35,0.7,0.732281270524957,0.960202529955851
"m=4,a=0.3",4,0.3,73,robust_d_big,1.5,3,0.718368587573197,0.945713123492537
"m=4,a=0.3",4,0.3,73,robust_d_auto,NaN,3.17680309301495,0.708165137727305,0.896383909754819
"m=4,a=0.3",4,0.3,74,classic,NaN,NaN,1.21088459169683,1.78254058459433
"m=4,a=0.3",4,0.3,74,robust_d_small,0.05,0.1,1.23901230518709,1.87938497033234
"m=4,a=0.3",4,0.3,74,robust_d_medium,0.35,0.7,1.65470224831904,2.39638970342964
"m=4,a=0.3",4,0.3,74,robust_d_big,1.5,3,2.10578008921773,3.0072282909667
"m=4,a=0.3",4,0.3,74,robust_d_auto,NaN,0.445545788593072,1.24169325909925,1.88502480620243
"m=4,a=0.3",4,0.3,75,classic,NaN,NaN,0.86677770276772,1.04061924389324
"m=4,a=0.3",4,0.3,75,robust_d_small,0.05,0.1,0.963758506445883,1.18973638732231
"m=4,a=0.3",4,0.3,75,robust_d_medium,0.35,0.7,0.914371424860673,1.12084502491177
"m=4,a=0.3",4,0.3,75,robust_d_big,1.5,3,0.907910317708629,1.11070502507026
"m=4,a=0.3",4,0.3,75,robust_d_auto,NaN,1.67695696361226,0.883776626163594,1.08631607713708
"m=4,a=0.3",4,0.3,76,classic,NaN,NaN,1.07583208116725,1.65261617536441
"m=4,a=0.3",4,0.3,76,robust_d_small,0.05,0.1,1.15677906389094,1.81176459109128
"m=4,a=0.3",4,0.3,76,robust_d_medium,0.35,0.7,1.17329065816266,1.83916366786889
"m=4,a=0.3",4,0.3,76,robust_d_big,1.5,3,1.17329065761037,1.83916366587712
"m=4,a=0.3",4,0.3,76,robust_d_auto,NaN,0.519066930602681,1.17059803622765,1.83517886158474
"m=4,a=0.3",4,0.3,77,classic,NaN,NaN,0.877910208962674,1.11047070630456
"m=4,a=0.3",4,0.3,77,robust_d_small,0.05,0.1,0.895252463038609,1.1559487197315
"m=4,a=0.3",4,0.3,77,robust_d_medium,0.35,0.7,0.893395669383489,1.14291302580299
"m=4,a=0.3",4,0.3,77,robust_d_big,1.5,3,0.893727365548293,1.14398842788057
"m=4,a=0.3",4,0.3,77,robust_d_auto,NaN,1.51080719153914,0.89372736393747,1.1439884294878
"m=4,a=0.3",4,0.3,78,classic,NaN,NaN,0.930792116588826,1.31575581245833
"m=4,a=0.3",4,0.3,78,robust_d_small,0.05,0.1,1.04423823800281,1.52392818728606
"m=4,a=0.3",4,0.3,78,robust_d_medium,0.35,0.7,1.03923931280199,1.50994699836879
"m=4,a=0.3",4,0.3,78,robust_d_big,1.5,3,1.0374094246217,1.50659519322127
"m=4,a=0.3",4,0.3,78,robust_d_auto,NaN,0.929798572442501,1.03566499616266,1.50370938058545
"m=4,a=0.3",4,0.3,79,classic,NaN,NaN,0.677552678296305,0.838078431089914
"m=4,a=0.3",4,0.3,79,robust_d_small,0.05,0.1,0.666052450096619,0.84936417880879
"m=4,a=0.3",4,0.3,79,robust_d_medium,0.35,0.7,0.66734055812052,0.845593214038245
"m=4,a=0.3",4,0.3,79,robust_d_big,1.5,3,0.674482611630704,0.852072105448042
"m=4,a=0.3",4,0.3,79,robust_d_auto,NaN,1.70688704023707,0.674482785897356,0.852072188315244
"m=4,a=0.3",4,0.3,80,classic,NaN,NaN,1.20808175744757,1.84674559283375
"m=4,a=0.3",4,0.3,80,robust_d_small,0.05,0.1,1.22865480124043,1.67920248489758
"m=4,a=0.3",4,0.3,80,robust_d_medium,0.35,0.7,1.33198383294274,2.01260896170241
"m=4,a=0.3",4,0.3,80,robust_d_big,1.5,3,1.33198384221064,2.01260897332009
"m=4,a=0.3",4,0.3,80,robust_d_auto,NaN,7.18988888351597,0.901178258322982,1.1403071754281
"m=4,a=0.3",4,0.3,81,classic,NaN,NaN,1.46216801345442,2.0342368495727
"m=4,a=0.3",4,0.3,81,robust_d_small,0.05,0.1,1.17063758562275,1.5031400521626
"m=4,a=0.3",4,0.3,81,robust_d_medium,0.35,0.7,1.52136552590391,2.25075729235862
"m=4,a=0.3",4,0.3,81,robust_d_big,1.5,3,1.52395930768689,2.25420236398071
"m=4,a=0.3",4,0.3,81,robust_d_auto,NaN,0.721311215188979,1.52269342026971,2.25303631603178
"m=4,a=0.3",4,0.3,82,classic,NaN,NaN,1.14187223220143,1.56600119282849
"m=4,a=0.3",4,0.3,82,robust_d_small,0.05,0.1,1.19583576506655,1.66145914747966
"m=4,a=0.3",4,0.3,82,robust_d_medium,0.35,0.7,1.19554011541872,1.66050913389911
"m=4,a=0.3",4,0.3,82,robust_d_big,1.5,3,1.19554011053024,1.6605091304459
"m=4,a=0.3",4,0.3,82,robust_d_auto,NaN,0.29523011508634,1.19559632741098,1.66055605390868
"m=4,a=0.3",4,0.3,83,classic,NaN,NaN,0.714360919155913,0.85500196313634
"m=4,a=0.3",4,0.3,83,robust_d_small,0.05,0.1,0.690299367346089,0.851382115024641
"m=4,a=0.3",4,0.3,83,robust_d_medium,0.35,0.7,0.635384266105009,0.816084794259159
"m=4,a=0.3",4,0.3,83,robust_d_big,1.5,3,0.703023754699237,0.856478296227962
"m=4,a=0.3",4,0.3,83,robust_d_auto,NaN,1.85109841131334,0.637675129778595,0.816484907892211
"m=4,a=0.3",4,0.3,84,classic,NaN,NaN,0.843167814916893,1.09504728301164
"m=4,a=0.3",4,0.3,84,robust_d_small,0.05,0.1,0.995402969195341,1.27014515146945
"m=4,a=0.3",4,0.3,84,robust_d_medium,0.35,0.7,0.996691502042441,1.27073504303677
"m=4,a=0.3",4,0.3,84,robust_d_big,1.5,3,0.996922428845326,1.26918230519301
"m=4,a=0.3",4,0.3,84,robust_d_auto,NaN,4.31012767651661,1.2105355292042,1.45203024614562
"m=4,a=0.3",4,0.3,85,classic,NaN,NaN,0.516951647613366,0.695463990887247
"m=4,a=0.3",4,0.3,85,robust_d_small,0.05,0.1,0.5259324158683,0.698203294872092
"m=4,a=0.3",4,0.3,85,robust_d_medium,0.35,0.7,0.533798475017402,0.708855122932118
"m=4,a=0.3",4,0.3,85,robust_d_big,1.5,3,0.737382877439988,0.945008091951041
"m=4,a=0.3",4,0.3,85,robust_d_auto,NaN,2.44012716877138,0.738322824573256,0.942676227975294
"m=4,a=0.3",4,0.3,86,classic,NaN,NaN,1.12470047034175,1.68063055004725
"m=4,a=0.3",4,0.3,86,robust_d_small,0.05,0.1,1.23858201702182,1.86295768662598
"m=4,a=0.3",4,0.3,86,robust_d_medium,0.35,0.7,1.22969003256271,1.84819864718875
"m=4,a=0.3",4,0.3,86,robust_d_big,1.5,3,1.22832710334462,1.84618412486427
"m=4,a=0.3",4,0.3,86,robust_d_auto,NaN,4.73286503281228,1.30637316108664,1.58384857119541
"m=4,a=0.3",4,0.3,87,classic,NaN,NaN,0.645616471363882,0.808343944673622
"m=4,a=0.3",4,0.3,87,robust_d_small,0.05,0.1,0.957958129818316,1.23944928638867
"m=4,a=0.3",4,0.3,87,robust_d_medium,0.35,0.7,0.932517550406866,1.21186312599332
"m=4,a=0.3",4,0.3,87,robust_d_big,1.5,3,0.939381291180538,1.2245064078326
"m=4,a=0.3",4,0.3,87,robust_d_auto,NaN,4.79194629665193,0.943189243991207,1.22709184549007
