scenario,m,a,run,model,delta_base,delta_eff,MAE,RMSE
"m=2,a=0.1",2,0.1,62,robust_d_medium,0.35,0.7,0.687263508577026,0.875605421118472
"m=2,a=0.1",2,0.1,62,robust_d_big,1.5,3,0.688865228972458,0.879941274475983
"m=2,a=0.1",2,0.1,62,robust_d_auto,NaN,6.10246572053199,1.5559615788004,1.89297446963846
"m=2,a=0.1",2,0.1,63,classic,NaN,NaN,0.619662226072574,0.743351475726587
"m=2,a=0.1",2,0.1,63,robust_d_small,0.05,0.1,0.657882709783565,0.839297228757562
"m=2,a=0.1",2,0.1,63,robust_d_medium,0.35,0.7,0.653613691974975,0.84302299969726
"m=2,a=0.1",2,0.1,63,robust_d_big,1.5,3,0.644662389039511,0.839470691859377
"m=2,a=0.1",2,0.1,63,robust_d_auto,NaN,2.50360335169839,0.644122617574754,0.838676420217887
"m=2,a=0.1",2,0.1,64,classic,NaN,NaN,0.589759689504142,0.772395406996988
"m=2,a=0.1",2,0.1,64,robust_d_small,0.05,0.1,0.597719338871861,0.891255418555104
"m=2,a=0.1",2,0.1,64,robust_d_medium,0.35,0.7,0.59609140619652,0.8785164901778
"m=2,a=0.1",2,0.1,64,robust_d_big,1.5,3,0.730090482038614,0.990135208842824
"m=2,a=0.1",2,0.1,64,robust_d_auto,NaN,4.32854847410497,1.10836159082919,1.32127074661989
"m=2,a=0.1",2,0.1,65,classic,NaN,NaN,0.58450285093372,0.683463304466547
"m=2,a=0.1",2,0.1,65,robust_d_small,0.05,0.1,0.58664949387609,0.682703683913668
"m=2,a=0.1",2,0.1,65,robust_d_medium,0.35,0.7,0.586006202397899,0.681492699868647
"m=2,a=0.1",2,0.1,65,robust_d_big,1.5,3,0.585929427352324,0.681625725523662
"m=2,a=0.1",2,0.1,65,robust_d_auto,NaN,1.87752673603691,0.624058319537366,0.713887821484117
"m=2,a=0.1",2,0.1,67,classic,NaN,NaN,0.588455473009722,0.774233147337937
"m=2,a=0.1",2,0.1,67,robust_d_small,0.05,0.1,0.633358261994366,0.810135703289267
"m=2,a=0.1",2,0.1,67,robust_d_medium,0.35,0.7,0.909335997872119,1.12781020801292
"m=2,a=0.1",2,0.1,67,robust_d_big,1.5,3,0.631966934487616,0.80973959136982
"m=2,a=0.1",2,0.1,67,robust_d_auto,NaN,1.95672870001887,0.63145390151204,0.808450544570228
"m=2,a=0.1",2,0.1,68,classic,NaN,NaN,0.52364660905544,0.64691702361485
"m=2,a=0.1",2,0.1,68,robust_d_small,0.05,0.1,0.602863216423317,0.730684411460419
"m=2,a=0.1",2,0.1,68,robust_d_medium,0.35,0.7,0.586084646277333,0.710964570257449
"m=2,a=0.1",2,0.1,68,robust_d_big,1.5,3,0.586398682945282,0.710047509605482
"m=2,a=0.1",2,0.1,68,robust_d_auto,NaN,1.91727141114438,0.583349651225223,0.707565287418628
"m=2,a=0.1",2,0.1,69,classic,NaN,NaN,0.601239911758335,0.743739018579834
"m=2,a=0.1",2,0.1,69,robust_d_small,0.05,0.1,0.646870300014688,0.80433165644859
"m=2,a=0.1",2,0.1,69,robust_d_medium,0.35,0.7,0.625727301849252,0.786765908261648
"m=2,a=0.1",2,0.1,69,robust_d_big,1.5,3,0.617490679396715,0.782991154937357
"m=2,a=0.1",2,0.1,69,robust_d_auto,NaN,1.96820504622708,0.617491020260643,0.782991343111601
"m=2,a=0.1",2,0.1,70,classic,NaN,NaN,0.613708090185281,0.724358498428987
"m=2,a=0.1",2,0.1,70,robust_d_small,0.05,0.1,0.871066741255328,1.05694342988059
"m=2,a=0.1",2,0.1,70,robust_d_medium,0.35,0.7,0.868640419972833,1.06633582770344
"m=2,a=0.1",2,0.1,70,robust_d_big,1.5,3,0.869565774458885,1.0809367482545
"m=2,a=0.1",2,0.1,70,robust_d_auto,NaN,4.61937703305873,0.889274566997525,1.09806511927786
"m=2,a=0.1",2,0.1,71,classic,NaN,NaN,0.517592532740693,0.712700358513193
"m=2,a=0.1",2,0.1,71,robust_d_small,0.05,0.1,0.647090563583886,0.886887425893124
"m=2,a=0.1",2,0.1,71,robust_d_medium,0.35,0.7,0.643173964682429,0.867315034797847
"m=2,a=0.1",2,0.1,71,robust_d_big,1.5,3,0.676759335745035,0.86386694137274
"m=2,a=0.1",2,0.1,71,robust_d_auto,NaN,5.14911069447371,0.925809260921259,1.19439663157805
"m=2,a=0.1",2,0.1,72,classic,NaN,NaN,0.521145361819029,0.662500973923832
"m=2,a=0.1",2,0.1,72,robust_d_small,0.05,0.1,0.595947045559729,0.73224789560122
"m=2,a=0.1",2,0.1,72,robust_d_medium,0.35,0.7,0.581622191752819,0.722011856812001
"m=2,a=0.1",2,0.1,72,robust_d_big,1.5,3,0.579734375961318,0.722495251882772
"m=2,a=0.1",2,0.1,72,robust_d_auto,NaN,2.17084404910657,0.671658817887892,0.84794126900961
"m=2,a=0.1",2,0.1,73,classic,NaN,NaN,0.633684605823293,0.76898228957643
"m=2,a=0.1",2,0.1,73,robust_d_small,0.05,0.1,0.629496728212408,0.745082093861434
"m=2,a=0.1",2,0.1,73,robust_d_medium,0.35,0.7,0.625570362629934,0.74424919551998
"m=2,a=0.1",2,0.1,73,robust_d_big,1.5,3,0.622972817608803,0.743701712413264
"m=2,a=0.1",2,0.1,73,robust_d_auto,NaN,2.12555859978537,0.624800093608857,0.739133635987272
"m=2,a=0.1",2,0.1,74,classic,NaN,NaN,0.627837374370023,0.762739316150649
"m=2,a=0.1",2,0.1,74,robust_d_small,0.05,0.1,0.606213185812637,0.739064178508324
"m=2,a=0.1",2,0.1,74,robust_d_medium,0.35,0.7,0.610916063937603,0.744960137540383
"m=2,a=0.1",2,0.1,74,robust_d_big,1.5,3,0.611443564945539,0.742577957220495
"m=2,a=0.1",2,0.1,74,robust_d_auto,NaN,1.78002974843938,0.60682438700056,0.743186409095994
"m=2,a=0.1",2,0.1,75,classic,NaN,NaN,0.599467555210073,0.799018550970491
"m=2,a=0.1",2,0.1,75,robust_d_small,0.05,0.1,0.681469102788566,0.931880719268246
"m=2,a=0.1",2,0.1,75,robust_d_medium,0.35,0.7,0.659708610231926,0.877357102687753
"m=2,a=0.1",2,0.1,75,robust_d_big,1.5,3,0.680842054313124,0.931757136909116
"m=2,a=0.1",2,0.1,75,robust_d_auto,NaN,1.55998382123091,0.680842048898508,0.931757142838066
"m=2,a=0.1",2,0.1,76,classic,NaN,NaN,0.554440705164461,0.692635622315526
"m=2,a=0.1",2,0.1,76,robust_d_small,0.05,0.1,0.56840347799579,0.727936510337687
"m=2,a=0.1",2,0.1,76,robust_d_medium,0.35,0.7,0.55151727641802,0.715355731640557
"m=2,a=0.1",2,0.1,76,robust_d_big,1.5,3,0.538389264418351,0.705454187224168
"m=2,a=0.1",2,0.1,76,robust_d_auto,NaN,1.79093266303944,0.54155673172453,0.707366882788715
"m=2,a=0.1",2,0.1,77,classic,NaN,NaN,0.563246843666192,0.697985582416954
"m=2,a=0.1",2,0.1,77,robust_d_small,0.05,0.1,0.60371418440325,0.730134332033426
"m=2,a=0.1",2,0.1,77,robust_d_medium,0.35,0.7,1.09326404870966,1.29016829692093
"m=2,a=0.1",2,0.1,77,robust_d_big,1.5,3,1.09476730720181,1.28608933852783
"m=2,a=0.1",2,0.1,77,robust_d_auto,NaN,5.3750033623672,1.09574376906373,1.28755890650167
"m=2,a=0.1",2,0.1,78,classic,NaN,NaN,0.548696111198901,0.669839594076031
"m=2,a=0.1",2,0.1,78,robust_d_small,0.05,0.1,0.792766382020758,0.977681924819396
"m=2,a=0.1",2,0.1,78,robust_d_medium,0.35,0.7,0.554100641387516,0.691626863364265
"m=2,a=0.1",2,0.1,78,robust_d_big,1.5,3,0.56060519455735,0.698903138514697
"m=2,a=0.1",2,0.1,78,robust_d_auto,NaN,1.61600198035813,0.561883126496315,0.700497019148609
"m=2,a=0.1",2,0.1,79,classic,NaN,NaN,0.565099582476497,0.713192491173632
"m=2,a=0.1",2,0.1,79,robust_d_small,0.05,0.1,0.596269135095055,0.763866200185332
"m=2,a=0.1",2,0.1,79,robust_d_medium,0.35,0.7,0.590897891884843,0.75524426610097
"m=2,a=0.1",2,0.1,79,robust_d_big,1.5,3,0.582397654636864,0.743822198343027
"m=2,a=0.1",2,0.1,79,robust_d_auto,NaN,1.8332663290946,0.583847665086495,0.745045755946152
"m=2,a=0.1",2,0.1,80,classic,NaN,NaN,0.481877428154707,0.624877021985547
"m=2,a=0.1",2,0.1,80,robust_d_small,0.05,0.1,0.477266340408704,0.615442789399621
"m=2,a=0.1",2,0.1,80,robust_d_medium,0.35,0.7,0.477961118566038,0.61614862565086
"m=2,a=0.1",2,0.1,80,robust_d_big,1.5,3,0.502621945442067,0.64335304063447
"m=2,a=0.1",2,0.1,80,robust_d_auto,NaN,3.65742038857639,0.871172860932765,1.12075735772619
"m=2,a=0.1",2,0.1,81,classic,NaN,NaN,0.531086995621721,0.685147463478999
"m=2,a=0.1",2,0.1,81,robust_d_small,0.05,0.1,0.655748950098341,0.83362163492218
"m=2,a=0.1",2,0.1,81,robust_d_medium,0.35,0.7,0.65426739291905,0.832964027791857
"m=2,a=0.1",2,0.1,81,robust_d_big,1.5,3,0.528075919429067,0.677482065291958
"m=2,a=0.1",2,0.1,81,robust_d_auto,NaN,2.25287548354128,0.674819198506683,0.844548243962314
"m=2,a=0.1",2,0.1,82,classic,NaN,NaN,0.561733338984599,0.75375305857492
"m=2,a=0.1",2,0.1,82,robust_d_small,0.05,0.1,0.604620741229118,0.778471749761094
"m=2,a=0.1",2,0.1,82,robust_d_medium,0.35,0.7,0.603826929847556,0.777958047705767
"m=2,a=0.1",2,0.1,82,robust_d_big,1.5,3,0.595706456254631,0.769943599053673
"m=2,a=0.1",2,0.1,82,robust_d_auto,NaN,1.27016072232684,0.603704402890406,0.779944528336868
"m=2,a=0.1",2,0.1,83,classic,NaN,NaN,0.656606259300848,0.796415269131337
"m=2,a=0.1",2,0.1,83,robust_d_small,0.05,0.1,0.808038977803076,1.0646830299545
"m=2,a=0.1",2,0.1,83,robust_d_medium,0.35,0.7,0.64409945041646,0.796040113802977
"m=2,a=0.1",2,0.1,83,robust_d_big,1.5,3,0.641266412986648,0.790830888844438
"m=2,a=0.1",2,0.1,83,robust_d_auto,NaN,3.99817644883658,0.989371915374839,1.24086319076504
"m=2,a=0.1",2,0.1,84,classic,NaN,NaN,0.5472432780038,0.648122677889217
"m=2,a=0.1",2,0.1,84,robust_d_small,0.05,0.1,0.735760242629249,0.895488592915312
"m=2,a=0.1",2,0.1,84,robust_d_medium,0.35,0.7,0.55918263902958,0.666798495726044
"m=2,a=0.1",2,0.1,84,robust_d_big,1.5,3,0.716604606025709,0.878964286793777
"m=2,a=0.1",2,0.1,84,robust_d_auto,NaN,1.96909633583274,0.704676242626837,0.871054274515418
"m=2,a=0.1",2,0.1,85,classic,NaN,NaN,0.64845812237232,0.836906612018156
"m=2,a=0.1",2,0.1,85,robust_d_small,0.05,0.1,0.690045071972005,0.959326756377525
"m=2,a=0.1",2,0.1,85,robust_d_medium,0.35,0.7,0.678233207201957,0.934031543465614
"m=2,a=0.1",2,0.1,85,robust_d_big,1.5,3,0.712920548871318,0.881552791127232
"m=2,a=0.1",2,0.1,85,robust_d_auto,NaN,1.89301908683675,0.697789286118472,0.843646205789015
"m=2,a=0.1",2,0.1,86,classic,NaN,NaN,0.616750980580733,0.755756658152489
"m=2,a=0.1",2,0.1,86,robust_d_small,0.05,0.1,0.820451956941487,0.993212882229858
"m=2,a=0.1",2,0.1,86,robust_d_medium,0.35,0.7,0.660451715104014,0.827589224784885
"m=2,a=0.1",2,0.1,86,robust_d_big,1.5,3,0.816028841102977,0.992278019801216
"m=2,a=0.1",2,0.1,86,robust_d_auto,NaN,2.28583959288332,0.81733891123895,0.99493494643367
"m=2,a=0.1",2,0.1,88,classic,NaN,NaN,0.46058328526325,0.581384163352336
"m=2,a=0.1",2,0.1,88,robust_d_small,0.05,0.1,0.559010288088656,0.673443283425846
"m=2,a=0.1",2,0.1,88,robust_d_medium,0.35,0.7,0.557826149512557,0.673558600158092
"m=2,a=0.1",2,0.1,88,robust_d_big,1.5,3,0.558528674740988,0.674617482227017
"m=2,a=0.1",2,0.1,88,robust_d_auto,NaN,0.742920760899282,0.554547771924741,0.667057512696974
"m=2,a=0.1",2,0.1,89,classic,NaN,NaN,0.628682458859534,0.765185664246852
"m=2,a=0.1",2,0.1,89,robust_d_small,0.05,0.1,0.609219306935064,0.777335535395335
"m=2,a=0.1",2,0.1,89,robust_d_medium,0.35,0.7,0.628276465761892,0.796995556378889
"m=2,a=0.1",2,0.1,89,robust_d_big,1.5,3,0.628276511298839,0.79699560954942
"m=2,a=0.1",2,0.1,89,robust_d_auto,NaN,0.631202797698065,0.62881177212216,0.79751492529097
"m=2,a=0.1",2,0.1,90,classic,NaN,NaN,0.605897256050988,0.771947504745409
"m=2,a=0.1",2,0.1,90,robust_d_small,0.05,0.1,0.624227646589067,0.796902825434372
"m=2,a=0.1",2,0.1,90,robust_d_medium,0.35,0.7,0.61803408281235,0.780892008528595
"m=2,a=0.1",2,0.1,90,robust_d_big,1.5,3,0.670848139106227,0.886334022862836
"m=2,a=0.1",2,0.1,90,robust_d_auto,NaN,5.08550709154762,1.21115513466903,1.49062972180281
"m=2,a=0.1",2,0.1,91,classic,NaN,NaN,0.559934017898888,0.71144838531476
"m=2,a=0.1",2,0.1,91,robust_d_small,0.05,0.1,0.638787122624196,0.857091553295664
"m=2,a=0.1",2,0.1,91,robust_d_medium,0.35,0.7,0.674680323594893,0.896102704444586
"m=2,a=0.1",2,0.1,91,robust_d_big,1.5,3,0.56079478444509,0.746112661222544
"m=2,a=0.1",2,0.1,91,robust_d_auto,NaN,5.1266954237857,1.06480690433067,1.26845967886475
"m=2,a=0.1",2,0.1,92,classic,NaN,NaN,0.51865507170501,0.672843119364884
"m=2,a=0.1",2,0.1,92,robust_d_small,0.05,0.1,0.647443704848521,0.810966284778382
"m=2,a=0.1",2,0.1,92,robust_d_medium,0.35,0.7,0.638642376364686,0.796949732908496
"m=2,a=0.1",2,0.1,92,robust_d_big,1.5,3,0.64261817436377,0.790562634117902
"m=2,a=0.1",2,0.1,92,robust_d_auto,NaN,2.84728103714701,0.641417775204088,0.790315978731313
"m=2,a=0.1",2,0.1,93,classic,NaN,NaN,0.652107809627755,0.765798098242561
"m=2,a=0.1",2,0.1,93,robust_d_small,0.05,0.1,0.677150942637559,0.802731924193812
"m=2,a=0.1",2,0.1,93,robust_d_medium,0.35,0.7,0.673674250159003,0.797864566590562
"m=2,a=0.1",2,0.1,93,robust_d_big,1.5,3,0.669269042976669,0.797263229623997
"m=2,a=0.1",2,0.1,93,robust_d_auto,NaN,2.57277084786533,0.751741649838353,0.933353401068972
"m=2,a=0.1",2,0.1,94,classic,NaN,NaN,0.59874712206312,0.736760370628098
"m=2,a=0.1",2,0.1,94,robust_d_small,0.05,0.1,0.58457453099428,0.713645476313213
"m=2,a=0.1",2,0.1,94,robust_d_medium,0.35,0.7,0.662099641242003,0.820414474430878
"m=2,a=0.1",2,0.1,94,robust_d_big,1.5,3,0.584938900526753,0.710851457025118
"m=2,a=0.1",2,0.1,94,robust_d_auto,NaN,1.72329442572799,0.586627149435312,0.71055227636171
"m=2,a=0.1",2,0.1,95,classic,NaN,NaN,0.654107461281769,0.82033354491871
"m=2,a=0.1",2,0.1,95,robust_d_small,0.05,0.1,0.65552398558328,0.808818542184196
"m=2,a=0.1",2,0.1,95,robust_d_medium,0.35,0.7,0.647532382988573,0.803165550955429
"m=2,a=0.1",2,0.1,95,robust_d_big,1.5,3,0.62951059220447,0.803813210627577
"m=2,a=0.1",2,0.1,95,robust_d_auto,NaN,4.93908598725294,1.1162470457819,1.37084537131977
"m=2,a=0.1",2,0.1,96,classic,NaN,NaN,0.556331751802071,0.74047826017503
"m=2,a=0.1",2,0.1,96,robust_d_small,0.05,0.1,0.574933070777383,0.772479214921495
"m=2,a=0.1",2,0.1,96,robust_d_medium,0.35,0.7,0.572283492475951,0.768208000960383
"m=2,a=0.1",2,0.1,96,robust_d_big,1.5,3,0.571165525064256,0.766963198106864
"m=2,a=0.1",2,0.1,96,robust_d_auto,NaN,4.85740677247207,0.981357727268344,1.22615684982874
"m=2,a=0.1",2,0.1,97,classic,NaN,NaN,0.609928474424685,0.774922895954455
"m=2,a=0.1",2,0.1,97,robust_d_small,0.05,0.1,0.622831378429063,0.814558091803946
"m=2,a=0.1",2,0.1,97,robust_d_medium,0.35,0.7,0.60845693108179,0.790749155193982
"m=2,a=0.1",2,0.1,97,robust_d_big,1.5,3,0.608456979902549,0.790749216097381
"m=2,a=0.1",2,0.1,97,robust_d_auto,NaN,3.8300680675912,0.968057840502893,1.27034126305432
"m=2,a=0.1",2,0.1,98,classic,NaN,NaN,0.614100552078055,0.758894251644886
"m=2,a=0.1",2,0.1,98,robust_d_small,0.05,0.1,0.76742799031256,0.917589704741291
"m=2,a=0.1",2,0.1,98,robust_d_medium,0.35,0.7,0.76222426409889,0.918670044474897
"m=2,a=0.1",2,0.1,98,robust_d_big,1.5,3,0.756915839502965,0.923340188756044
"m=2,a=0.1",2,0.1,98,robust_d_auto,NaN,3.19611220375742,0.756915601211326,0.923340428715215
"m=2,a=0.1",2,0.1,99,classic,NaN,NaN,0.627170265339524,0.780475374705405
"m=2,a=0.1",2,0.1,99,robust_d_small,0.05,0.1,0.61169366406234,0.777737136172198
"m=2,a=0.1",2,0.1,99,robust_d_medium,0.35,0.7,0.791871519520493,0.956485586519671
"m=2,a=0.1",2,0.1,99,robust_d_big,1.5,3,0.60861343396942,0.775912495454144
"m=2,a=0.1",2,0.1,99,robust_d_auto,NaN,2.57981896728453,0.790608754361594,0.944748149230952
"m=4,a=0.3",4,0.3,1,classic,NaN,NaN,0.897423291826155,1.15379330259774
"m=4,a=0.3",4,0.3,1,robust_d_small,0.05,0.1,0.958363136509192,1.25457089246433
"m=4,a=0.3",4,0.3,1,robust_d_medium,0.35,0.7,0.931506806527735,1.22810679707553
"m=4,a=0.3",4,0.3,1,robust_d_big,1.5,3,0.905514261292998,1.19857138943118
"m=4,a=0.3",4,0.3,1,robust_d_auto,NaN,1.58797371486568,0.916574798992885,1.21129316599583
"m=4,a=0.3",4,0.3,2,classic,NaN,NaN,0.998408839873005,1.25338922814917
"m=4,a=0.3",4,0.3,2,robust_d_small,0.05,0.1,0.968527195302292,1.22949981756459
"m=4,a=0.3",4,0.3,2,robust_d_medium,0.35,0.7,0.976178243560743,1.23568008099601
"m=4,a=0.3",4,0.3,2,robust_d_big,1.5,3,0.974262489967114,1.23450283253027
"m=4,a=0.3",4,0.3,2,robust_d_auto,NaN,1.05610697056351,0.977549969667077,1.23652374834539
"m=4,a=0.3",4,0.3,4,classic,NaN,NaN,0.866198574629947,1.16756075424312
"m=4,a=0.3",4,0.3,4,robust_d_small,0.05,0.1,0.896122672529763,1.26457648616244
"m=4,a=0.3",4,0.3,4,robust_d_medium,0.35,0.7,1.15946091442279,1.51860123039381
"m=4,a=0.3",4,0.3,4,robust_d_big,1.5,3,1.14197660878315,1.47569989898043
"m=4,a=0.3",4,0.3,4,robust_d_auto,NaN,1.02513228093298,0.910994803989112,1.2875322855605
"m=4,a=0.3",4,0.3,5,classic,NaN,NaN,0.812954883487687,1.00924567951892
"m=4,a=0.3",4,0.3,5,robust_d_small,0.05,0.1,0.930881661844108,1.18890465242764
"m=4,a=0.3",4,0.3,5,robust_d_medium,0.35,0.7,0.790527479710384,1.03428874725297
"m=4,a=0.3",4,0.3,5,robust_d_big,1.5,3,0.929477419682367,1.17767865530292
"m=4,a=0.3",4,0.3,5,robust_d_auto,NaN,3.83792028023912,1.00884652308088,1.27702476161858
"m=4,a=0.3",4,0.3,6,classic,NaN,NaN,1.1064365425428,1.63420127964786
"m=4,a=0.3",4,0.3,6,robust_d_small,0.05,0.1,0.950290886558452,1.18989982522693
"m=4,a=0.3",4,0.3,6,robust_d_medium,0.35,0.7,0.949766907750418,1.19463931350549
"m=4,a=0.3",4,0.3,6,robust_d_big,1.5,3,0.979515846435872,1.23004594475857
"m=4,a=0.3",4,0.3,6,robust_d_auto,NaN,5.12854182647215,0.970307105470809,1.22080713954532
"m=4,a=0.3",4,0.3,7,classic,NaN,NaN,1.20893110478222,1.78038998311423
"m=4,a=0.3",4,0.3,7,robust_d_small,0.05,0.1,1.30391551055219,1.93335099497307
"m=4,a=0.3",4,0.3,7,robust_d_medium,0.35,0.7,1.30441469938763,1.93374162180739
"m=4,a=0.3",4,0.3,7,robust_d_big,1.5,3,1.30442783095102,1.93375297004418
"m=4,a=0.3",4,0.3,7,robust_d_auto,NaN,0.836532461541644,1.30442782670335,1.93375296660744
"m=4,a=0.3",4,0.3,8,classic,NaN,NaN,0.539649272609102,0.666306493473877
"m=4,a=0.3",4,0.3,8,robust_d_small,0.05,0.1,0.561794697680568,0.743617623759662
"m=4,a=0.3",4,0.3,8,robust_d_medium,0.35,0.7,0.553328199243953,0.73243203105567
"m=4,a=0.3",4,0.3,8,robust_d_big,1.5,3,0.687659924400202,0.89395077032339
"m=4,a=0.3",4,0.3,8,robust_d_auto,NaN,2.61202495379165,0.71669180848606,0.933698229085022
"m=4,a=0.3",4,0.3,9,classic,NaN,NaN,0.904396913062647,1.27557889660439
"m=4,a=0.3",4,0.3,9,robust_d_small,0.05,0.1,0.893891584141737,1.20248337823584
"m=4,a=0.3",4,0.3,9,robust_d_medium,0.35,0.7,1.09507256734839,1.41465092636289
"m=4,a=0.3",4,0.3,9,robust_d_big,1.5,3,0.959499386796078,1.28728167356755
"m=4,a=0.3",4,0.3,9,robust_d_auto,NaN,2.22410811815111,0.958366018399711,1.28602789714921
"m=4,a=0.3",4,0.3,10,classic,NaN,NaN,0.465524565859063,0.623883765010029
"m=4,a=0.3",4,0.3,10,robust_d_small,0.05,0.1,0.529001333287405,0.674467055450161
"m=4,a=0.3",4,0.3,10,robust_d_medium,0.35,0.7,0.525743648696059,0.66611662843751
"m=4,a=0.3",4,0.3,10,robust_d_big,1.5,3,0.537763003386258,0.673846967284806
"m=4,a=0.3",4,0.3,10,robust_d_auto,NaN,1.64139720218002,0.526016489665993,0.667021787751096
"m=4,a=0.3",4,0.3,11,classic,NaN,NaN,0.949650610163361,1.28396011998799
"m=4,a=0.3",4,0.3,11,robust_d_small,0.05,0.1,0.979821376426171,1.3455497481684
"m=4,a=0.3",4,0.3,11,robust_d_medium,0.35,0.7,0.979796673143833,1.34474691205975
"m=4,a=0.3",4,0.3,11,robust_d_big,1.5,3,0.979796687199412,1.34474693595447
"m=4,a=0.3",4,0.3,11,robust_d_auto,NaN,0.272201467116294,0.979666006302372,1.34437247571768
"m=4,a=0.3",4,0.3,13,classic,NaN,NaN,1.02237964565452,1.5055485902694
"m=4,a=0.3",4,0.3,13,robust_d_small,0.05,0.1,1.03644667081759,1.30170631750895
"m=4,a=0.3",4,0.3,13,robust_d_medium,0.35,0.7,0.817821759399999,0.987781554402559
"m=4,a=0.3",4,0.3,13,robust_d_big,1.5,3,1.02170031320148,1.29004506727785
"m=4,a=0.3",4,0.3,13,robust_d_auto,NaN,5.2825575489759,1.06997623034557,1.34568208240169
"m=4,a=0.3",4,0.3,14,classic,NaN,NaN,0.684681115724624,0.903780217567043
"m=4,a=0.3",4,0.3,14,robust_d_small,0.05,0.1,0.923688390144271,1.16439393592757
"m=4,a=0.3",4,0.3,14,robust_d_medium,0.35,0.7,0.850188875961587,1.10635759021404
"m=4,a=0.3",4,0.3,14,robust_d_big,1.5,3,0.84514322315931,1.09808077746029
"m=4,a=0.3",4,0.3,14,robust_d_auto,NaN,2.20507328013008,0.717803986673361,0.927740593123052
"m=4,a=0.3",4,0.3,15,classic,NaN,NaN,0.605412957027397,0.765734616380559
"m=4,a=0.3",4,0.3,15,robust_d_small,0.05,0.1,0.62927676906639,0.780215678416625
"m=4,a=0.3",4,0.3,15,robust_d_medium,0.35,0.7,0.622317651380342,0.781388309933219
"m=4,a=0.3",4,0.3,15,robust_d_big,1.5,3,0.623242700951728,0.784681318294762
"m=4,a=0.3",4,0.3,15,robust_d_auto,NaN,1.75395949178587,0.622024972736717,0.784038010518913
"m=4,a=0.3",4,0.3,16,classic,NaN,NaN,0.696441062088097,0.892850146912578
"m=4,a=0.3",4,0.3,16,robust_d_small,0.05,0.1,0.764123870215679,0.965753140832043
"m=4,a=0.3",4,0.3,16,robust_d_medium,0.35,0.7,0.76552806542711,0.955039498935369
"m=4,a=0.3",4,0.3,16,robust_d_big,1.5,3,0.732710119036351,0.929345869753333
"m=4,a=0.3",4,0.3,16,robust_d_auto,NaN,4.1601303874149,1.00866277404103,1.31282219509826
"m=4,a=0.3",4,0.3,17,classic,NaN,NaN,1.02483187560532,1.51827712319978
"m=4,a=0.3",4,0.3,17,robust_d_small,0.05,0.1,0.976407603335852,1.19506528785252
"m=4,a=0.3",4,0.3,17,robust_d_medium,0.35,0.7,1.04129701656702,1.48000662731326
"m=4,a=0.3",4,0.3,17,robust_d_big,1.5,3,1.05985704789133,1.30437047914973
"m=4,a=0.3",4,0.3,17,robust_d_auto,NaN,4.73242408168204,1.04782621826613,1.28636177377012
"m=4,a=0.3",4,0.3,18,classic,NaN,NaN,1.09297433347573,1.59423454263568
"m=4,a=0.3",4,0.3,18,robust_d_small,0.05,0.1,1.25911569016127,1.55236315031028
"m=4,a=0.3",4,0.3,18,robust_d_medium,0.35,0.7,1.11641677381385,1.35328646245208
"m=4,a=0.3",4,0.3,18,robust_d_big,1.5,3,1.10280297156359,1.32888639799401
"m=4,a=0.3",4,0.3,18,robust_d_auto,NaN,4.89210612314409,0.898951940401841,1.06899860453161
"m=4,a=0.3",4,0.3,19,classic,NaN,NaN,0.876127234497907,1.07610454346324
"m=4,a=0.3",4,0.3,19,robust_d_small,0.05,0.1,0.960115605833672,1.21760938187832
"m=4,a=0.3",4,0.3,19,robust_d_medium,0.35,0.7,0.975489866399446,1.23450902303664
"m=4,a=0.3",4,0.3,19,robust_d_big,1.5,3,0.948857164409856,1.18527532387205
"m=4,a=0.3",4,0.3,19,robust_d_auto,NaN,1.78774493355505,0.958551883546371,1.2033741322155
"m=4,a=0.3",4,0.3,20,classic,NaN,NaN,0.856679599624279,1.18144998338012
"m=4,a=0.3",4,0.3,20,robust_d_small,0.05,0.1,0.921823894601581,1.28445562251986
"m=4,a=0.3",4,0.3,20,robust_d_medium,0.35,0.7,0.924165144149939,1.29140956074465
"m=4,a=0.3",4,0.3,20,robust_d_big,1.5,3,0.924303352835247,1.29155975159396
"m=4,a=0.3",4,0.3,20,robust_d_auto,NaN,0.744278353124416,0.923966594802873,1.29072510743929
"m=4,a=0.3",4,0.3,21,classic,NaN,NaN,0.578916550705903,0.735051797212225
"m=4,a=0.3",4,0.3,21,robust_d_small,0.05,0.1,0.56016403240347,0.724346625680099
"m=4,a=0.3",4,0.3,21,robust_d_medium,0.35,0.7,0.557720196948616,0.721680640517678
"m=4,a=0.3",4,0.3,21,robust_d_big,1.5,3,0.561544992598006,0.738181057028232
"m=4,a=0.3",4,0.3,21,robust_d_auto,NaN,3.3099798092345,0.919799079560627,1.11365921433257
"m=4,a=0.3",4,0.3,22,classic,NaN,NaN,0.838940096387519,1.05319357528374
"m=4,a=0.3",4,0.3,22,robust_d_small,0.05,0.1,0.916901084289874,1.18627549897546
"m=4,a=0.3",4,0.3,22,robust_d_medium,0.35,0.7,0.92029542571924,1.1821788626872
"m=4,a=0.3",4,0.3,22,robust_d_big,1.5,3,0.918450179561676,1.17900911086985
"m=4,a=0.3",4,0.3,22,robust_d_auto,NaN,1.07852939452277,0.907164445247885,1.1691938318055
"m=4,a=0.3",4,0.3,23,classic,NaN,NaN,0.877823831050403,1.07697591024769
